product_title,product_id,vendor,description,handle,product_type,is_gift_card,available_for_sale,tags,collections,variants,metafields,metafields_config,createdAt
Sanjo K200 // White,gid://shopify/Product/9641397485916,SANJO,"The K200 model by Sanjo is one of our iconic designs, boasting over 90 years of history. It has been reinvented to celebrate the original while preserving some of its key features: a canvas upper and a stitched logo on the side. To make this model even more special, we've revolutionized it with modern details and higher-quality materials: a textile tag on the tongue, full inner lining, cushioned insole, coated eyelets, and a TPR outsole offering excellent durability, abrasion resistance, and lightweight properties. Made in Portugal COMPOSITION Upper: 100% Organic Cotton Canvas, resistant to sunlight. Sole: 100% Vegan TPR Insole: Memory foam Lining: Mesh VEGAN INESCOPEnsures the main chemical nature of the material does not include fibers of animal origin (such as hides, leather, silk, wool, or down). CARBON FOOTPRINTAdherence to a carbon footprint reduction plan, with specific actions to lower IEC emissions released into the atmosphere during manufacturing. GLOBAL ORGANIC TEXTILE STANDARDWith the GOTS certification, we ensure compliance with social, environmental, health, and safety standards. We prioritize workplace safety and value certified fabrics across all our markets.",k200-white,Shoes,False,True,"['BF', 'BF2022', 'clássicos', 'Cor:White', 'dq', 'google', 'Homem', 'icónicos', 'K200', 'k200-classicos', 'mae', 'modelo', 'Mulher', 'permanentek200canvas', 'Produtos Icónicos', 'Sapatilhas homem', 'Todos os Produtos']","[{'id': 'gid://shopify/Collection/630785933660', 'handle': 'k200', 'title': 'K200'}, {'id': 'gid://shopify/Collection/630786195804', 'handle': 'modelo', 'title': 'Model'}, {'id': 'gid://shopify/Collection/630786359644', 'handle': 'all-products', 'title': 'All products'}, {'id': 'gid://shopify/Collection/630786589020', 'handle': 'iconic', 'title': 'Iconic | Permanent Collection'}, {'id': 'gid://shopify/Collection/630786654556', 'handle': 'k200-iconic', 'title': 'K200 | Permanent Collection'}, {'id': 'gid://shopify/Collection/630787277148', 'handle': 'sweats', 'title': 'Sweats | Permanent Collection'}, {'id': 'gid://shopify/Collection/630788391260', 'handle': 'black-friday-2023', 'title': 'Black Friday 2023'}, {'id': 'gid://shopify/Collection/630789177692', 'handle': 'k200-canvas-permanent-collection', 'title': 'K200 Canvas | Permanent Collection'}, {'id': 'gid://shopify/Collection/630790619484', 'handle': 'dia-pt', 'title': 'Pt Day '}, {'id': 'gid://shopify/Collection/630790652252', 'handle': 'dia-da-mae', 'title': ""Mother's Day ""}, {'id': 'gid://shopify/Collection/630790717788', 'handle': 'sanjo', 'title': 'Sanjo'}, {'id': 'gid://shopify/Collection/630792454492', 'handle': 'new-collection', 'title': 'New products'}, {'id': 'gid://shopify/Collection/630792520028', 'handle': 'best-selling-collection', 'title': 'Best selling products'}, {'id': 'gid://shopify/Collection/630793011548', 'handle': 'permanent-collection', 'title': 'Permanent Collection'}]","[{'id': 'gid://shopify/ProductVariant/49547000414556', 'title': '35', 'currentlyNotInStock': False, 'availableForSale': False, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 0, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547000447324', 'title': '36', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 16, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547000480092', 'title': '37', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 13, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547000512860', 'title': '38', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 11, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547000545628', 'title': '39', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 10, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547000578396', 'title': '40', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 13, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547000611164', 'title': '41', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 12, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547000643932', 'title': '42', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 18, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547000676700', 'title': '43', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 10, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547000709468', 'title': '44', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 7, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547000742236', 'title': '45', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 8, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547000775004', 'title': '46', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 10, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}]","[{'id': 'gid://shopify/Metafield/53034170679644', 'value': '{""scale_min"":""1.0"",""scale_max"":""5.0"",""value"":""3.6""}', 'key': 'rating', 'namespace': 'reviews', 'type': 'rating', 'references': None}, {'id': 'gid://shopify/Metafield/53034170712412', 'value': '5', 'key': 'rating_count', 'namespace': 'reviews', 'type': 'number_integer', 'references': None}, {'id': 'gid://shopify/Metafield/177098914693468', 'value': '[""gid://shopify/Product/9641397485916"",""gid://shopify/Product/9641397584220"",""gid://shopify/Product/9641404891484"",""gid://shopify/Product/9641404793180"",""gid://shopify/Product/9641414754652"",""gid://shopify/Product/9641399419228"",""gid://shopify/Product/9641399386460"",""gid://shopify/Product/9641397551452"",""gid://shopify/Product/9641397518684"",""gid://shopify/Product/9641402532188""]', 'key': 'model_variants', 'namespace': 'scx', 'type': 'list.product_reference', 'references': {'nodes': [{}, {}, {}, {}, {}, {}, {}, {}, {}, {}]}}, {'id': 'gid://shopify/Metafield/177098914726236', 'value': 'gid://shopify/Metaobject/295527678300', 'key': 'color', 'namespace': 'scx', 'type': 'metaobject_reference', 'references': None}]","[{'key': 'rating', 'namespace': 'reviews', 'type': 'rating'}, {'key': 'rating_count', 'namespace': 'reviews', 'type': 'number_integer'}, {'key': 'related_products_display', 'namespace': 'shopify--discovery--product_recommendation', 'type': 'single_line_text_field'}, {'key': 'related_products', 'namespace': 'shopify--discovery--product_recommendation', 'type': 'list.product_reference'}, {'key': 'complementary_products', 'namespace': 'shopify--discovery--product_recommendation', 'type': 'list.product_reference'}, {'key': 'custom_product', 'namespace': 'mm-google-shopping', 'type': 'boolean'}, {'key': 'model_variants', 'namespace': 'scx', 'type': 'list.product_reference'}, {'key': 'queries', 'namespace': 'shopify--discovery--product_search_boost', 'type': 'list.single_line_text_field'}, {'key': 'composition', 'namespace': 'scx', 'type': 'multi_line_text_field'}, {'key': 'color', 'namespace': 'scx', 'type': 'metaobject_reference'}, {'key': 'certificao', 'namespace': 'custom', 'type': 'multi_line_text_field'}, {'key': 'complementary_products', 'namespace': 'globo--filter--product_recommendation', 'type': 'list.product_reference'}, {'key': 'related_products', 'namespace': 'globo--filter--product_recommendation', 'type': 'list.product_reference'}, {'key': 'bought_together_products', 'namespace': 'globo--filter--product_recommendation', 'type': 'list.product_reference'}, {'key': 'manutencao_e_cuidados', 'namespace': 'custom', 'type': 'multi_line_text_field'}, {'key': 'color-pattern', 'namespace': 'shopify', 'type': 'list.metaobject_reference'}, {'key': 'footwear-material', 'namespace': 'shopify', 'type': 'list.metaobject_reference'}, {'key': 'closure-type', 'namespace': 'shopify', 'type': 'list.metaobject_reference'}]",2024-10-15T11:51:45Z
Sanjo K200 // Black & White,gid://shopify/Product/9641397518684,SANJO,"The K200 model by Sanjo is one of our iconic designs, boasting over 90 years of history. It has been reinvented to celebrate the original while preserving some of its key features: a canvas upper and a stitched logo on the side. To make this model even more special, we've revolutionized it with modern details and higher-quality materials: a textile tag on the tongue, full inner lining, cushioned insole, coated eyelets, and a TPR outsole offering excellent durability, abrasion resistance, and lightweight properties. Made in Portugal COMPOSITION Upper: 100% Organic Cotton Canvas, resistant to sunlight. Sole: 100% Vegan TPR Insole: Memory foam Lining: Mesh VEGAN INESCOPEnsures the main chemical nature of the material does not include fibers of animal origin (such as hides, leather, silk, wool, or down). CARBON FOOTPRINTAdherence to a carbon footprint reduction plan, with specific actions to lower IEC emissions released into the atmosphere during manufacturing. GLOBAL ORGANIC TEXTILE STANDARDWith the GOTS certification, we ensure compliance with social, environmental, health, and safety standards. We prioritize workplace safety and value certified fabrics across all our markets.",k200-black-white,Shoes,False,True,"['BF', 'BF2022', 'clássicos', 'Cor:Black', 'Cor:White', 'dq', 'google', 'Homem', 'icónicos', 'K200', 'k200-classicos', 'modelo', 'Mulher', 'permanentek200canvas', 'Produtos Icónicos', 'Sapatilhas homem', 'Todos os Produtos']","[{'id': 'gid://shopify/Collection/630785933660', 'handle': 'k200', 'title': 'K200'}, {'id': 'gid://shopify/Collection/630786195804', 'handle': 'modelo', 'title': 'Model'}, {'id': 'gid://shopify/Collection/630786359644', 'handle': 'all-products', 'title': 'All products'}, {'id': 'gid://shopify/Collection/630786589020', 'handle': 'iconic', 'title': 'Iconic | Permanent Collection'}, {'id': 'gid://shopify/Collection/630786654556', 'handle': 'k200-iconic', 'title': 'K200 | Permanent Collection'}, {'id': 'gid://shopify/Collection/630787277148', 'handle': 'sweats', 'title': 'Sweats | Permanent Collection'}, {'id': 'gid://shopify/Collection/630788391260', 'handle': 'black-friday-2023', 'title': 'Black Friday 2023'}, {'id': 'gid://shopify/Collection/630789177692', 'handle': 'k200-canvas-permanent-collection', 'title': 'K200 Canvas | Permanent Collection'}, {'id': 'gid://shopify/Collection/630790619484', 'handle': 'dia-pt', 'title': 'Pt Day '}, {'id': 'gid://shopify/Collection/630790717788', 'handle': 'sanjo', 'title': 'Sanjo'}, {'id': 'gid://shopify/Collection/630792454492', 'handle': 'new-collection', 'title': 'New products'}, {'id': 'gid://shopify/Collection/630792520028', 'handle': 'best-selling-collection', 'title': 'Best selling products'}, {'id': 'gid://shopify/Collection/630793011548', 'handle': 'permanent-collection', 'title': 'Permanent Collection'}]","[{'id': 'gid://shopify/ProductVariant/49547000807772', 'title': '35', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 8, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547000873308', 'title': '36', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 13, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547000971612', 'title': '37', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 12, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547001069916', 'title': '38', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 13, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547001135452', 'title': '39', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 14, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547001233756', 'title': '40', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 11, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547001299292', 'title': '41', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 8, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547001397596', 'title': '42', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 9, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547001463132', 'title': '43', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 9, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547001495900', 'title': '44', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 14, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547001561436', 'title': '45', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 11, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547001594204', 'title': '46', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 6, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}]","[{'id': 'gid://shopify/Metafield/53034171138396', 'value': '{""scale_min"":""1.0"",""scale_max"":""5.0"",""value"":""5.0""}', 'key': 'rating', 'namespace': 'reviews', 'type': 'rating', 'references': None}, {'id': 'gid://shopify/Metafield/53034171171164', 'value': '2', 'key': 'rating_count', 'namespace': 'reviews', 'type': 'number_integer', 'references': None}, {'id': 'gid://shopify/Metafield/177098915512668', 'value': '[""gid://shopify/Product/9641402532188"",""gid://shopify/Product/9641397518684"",""gid://shopify/Product/9641399386460"",""gid://shopify/Product/9641399419228"",""gid://shopify/Product/9641414754652"",""gid://shopify/Product/9641404891484"",""gid://shopify/Product/9641397584220"",""gid://shopify/Product/9641397551452"",""gid://shopify/Product/9641397485916"",""gid://shopify/Product/9641404793180""]', 'key': 'model_variants', 'namespace': 'scx', 'type': 'list.product_reference', 'references': {'nodes': [{}, {}, {}, {}, {}, {}, {}, {}, {}, {}]}}, {'id': 'gid://shopify/Metafield/177098915545436', 'value': 'gid://shopify/Metaobject/295527874908', 'key': 'color', 'namespace': 'scx', 'type': 'metaobject_reference', 'references': None}]","[{'key': 'rating', 'namespace': 'reviews', 'type': 'rating'}, {'key': 'rating_count', 'namespace': 'reviews', 'type': 'number_integer'}, {'key': 'related_products_display', 'namespace': 'shopify--discovery--product_recommendation', 'type': 'single_line_text_field'}, {'key': 'related_products', 'namespace': 'shopify--discovery--product_recommendation', 'type': 'list.product_reference'}, {'key': 'complementary_products', 'namespace': 'shopify--discovery--product_recommendation', 'type': 'list.product_reference'}, {'key': 'custom_product', 'namespace': 'mm-google-shopping', 'type': 'boolean'}, {'key': 'model_variants', 'namespace': 'scx', 'type': 'list.product_reference'}, {'key': 'queries', 'namespace': 'shopify--discovery--product_search_boost', 'type': 'list.single_line_text_field'}, {'key': 'composition', 'namespace': 'scx', 'type': 'multi_line_text_field'}, {'key': 'color', 'namespace': 'scx', 'type': 'metaobject_reference'}, {'key': 'certificao', 'namespace': 'custom', 'type': 'multi_line_text_field'}, {'key': 'complementary_products', 'namespace': 'globo--filter--product_recommendation', 'type': 'list.product_reference'}, {'key': 'related_products', 'namespace': 'globo--filter--product_recommendation', 'type': 'list.product_reference'}, {'key': 'bought_together_products', 'namespace': 'globo--filter--product_recommendation', 'type': 'list.product_reference'}, {'key': 'manutencao_e_cuidados', 'namespace': 'custom', 'type': 'multi_line_text_field'}, {'key': 'color-pattern', 'namespace': 'shopify', 'type': 'list.metaobject_reference'}, {'key': 'footwear-material', 'namespace': 'shopify', 'type': 'list.metaobject_reference'}, {'key': 'closure-type', 'namespace': 'shopify', 'type': 'list.metaobject_reference'}]",2024-10-15T11:51:45Z
Sanjo K200 // Black,gid://shopify/Product/9641397551452,SANJO,"The K200 model by Sanjo is one of our iconic designs, boasting over 90 years of history. It has been reinvented to celebrate the original while preserving some of its key features: a canvas upper and a stitched logo on the side. To make this model even more special, we've revolutionized it with modern details and higher-quality materials: a textile tag on the tongue, full inner lining, cushioned insole, coated eyelets, and a TPR outsole offering excellent durability, abrasion resistance, and lightweight properties. Made in Portugal COMPOSITION Upper: 100% Organic Cotton Canvas, resistant to sunlight. Sole: 100% Vegan TPR Insole: Memory foam Lining: Mesh VEGAN INESCOPEnsures the main chemical nature of the material does not include fibers of animal origin (such as hides, leather, silk, wool, or down). CARBON FOOTPRINTAdherence to a carbon footprint reduction plan, with specific actions to lower IEC emissions released into the atmosphere during manufacturing. GLOBAL ORGANIC TEXTILE STANDARDWith the GOTS certification, we ensure compliance with social, environmental, health, and safety standards. We prioritize workplace safety and value certified fabrics across all our markets.",k200-black,Shoes,False,True,"['BF', 'BF2022', 'clássicos', 'Cor:Black', 'dq', 'google', 'Homem', 'icónicos', 'K200', 'K200 // New Collection', 'k200-classicos', 'modelo', 'Mulher', 'nova coleção', 'permanentek200canvas', 'Produtos Icónicos', 'Sapatilhas homem', 'Todos os Produtos']","[{'id': 'gid://shopify/Collection/630785933660', 'handle': 'k200', 'title': 'K200'}, {'id': 'gid://shopify/Collection/630786195804', 'handle': 'modelo', 'title': 'Model'}, {'id': 'gid://shopify/Collection/630786359644', 'handle': 'all-products', 'title': 'All products'}, {'id': 'gid://shopify/Collection/630786589020', 'handle': 'iconic', 'title': 'Iconic | Permanent Collection'}, {'id': 'gid://shopify/Collection/630786654556', 'handle': 'k200-iconic', 'title': 'K200 | Permanent Collection'}, {'id': 'gid://shopify/Collection/630787277148', 'handle': 'sweats', 'title': 'Sweats | Permanent Collection'}, {'id': 'gid://shopify/Collection/630788391260', 'handle': 'black-friday-2023', 'title': 'Black Friday 2023'}, {'id': 'gid://shopify/Collection/630789177692', 'handle': 'k200-canvas-permanent-collection', 'title': 'K200 Canvas | Permanent Collection'}, {'id': 'gid://shopify/Collection/630790619484', 'handle': 'dia-pt', 'title': 'Pt Day '}, {'id': 'gid://shopify/Collection/630790717788', 'handle': 'sanjo', 'title': 'Sanjo'}, {'id': 'gid://shopify/Collection/630792454492', 'handle': 'new-collection', 'title': 'New products'}, {'id': 'gid://shopify/Collection/630792520028', 'handle': 'best-selling-collection', 'title': 'Best selling products'}, {'id': 'gid://shopify/Collection/630793011548', 'handle': 'permanent-collection', 'title': 'Permanent Collection'}]","[{'id': 'gid://shopify/ProductVariant/49547000840540', 'title': '35', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 2, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547000906076', 'title': '36', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 9, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547000938844', 'title': '37', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 5, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547001004380', 'title': '38', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 12, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547001037148', 'title': '39', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 10, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547001102684', 'title': '40', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 5, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547001168220', 'title': '41', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 4, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547001200988', 'title': '42', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 7, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547001266524', 'title': '43', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 6, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547001332060', 'title': '44', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 1, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547001364828', 'title': '45', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 3, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/49547001430364', 'title': '46', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '116.0'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 13, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}]","[{'id': 'gid://shopify/Metafield/53034176512348', 'value': '{""scale_min"":""1.0"",""scale_max"":""5.0"",""value"":""5.0""}', 'key': 'rating', 'namespace': 'reviews', 'type': 'rating', 'references': None}, {'id': 'gid://shopify/Metafield/53034176545116', 'value': '2', 'key': 'rating_count', 'namespace': 'reviews', 'type': 'number_integer', 'references': None}, {'id': 'gid://shopify/Metafield/177098914398556', 'value': '[""gid://shopify/Product/9641402532188"",""gid://shopify/Product/9641397518684"",""gid://shopify/Product/9641399386460"",""gid://shopify/Product/9641399419228"",""gid://shopify/Product/9641414754652"",""gid://shopify/Product/9641404891484"",""gid://shopify/Product/9641397584220"",""gid://shopify/Product/9641397551452"",""gid://shopify/Product/9641397485916"",""gid://shopify/Product/9641404793180""]', 'key': 'model_variants', 'namespace': 'scx', 'type': 'list.product_reference', 'references': {'nodes': [{}, {}, {}, {}, {}, {}, {}, {}, {}, {}]}}, {'id': 'gid://shopify/Metafield/177098914431324', 'value': 'gid://shopify/Metaobject/295527645532', 'key': 'color', 'namespace': 'scx', 'type': 'metaobject_reference', 'references': None}]","[{'key': 'rating', 'namespace': 'reviews', 'type': 'rating'}, {'key': 'rating_count', 'namespace': 'reviews', 'type': 'number_integer'}, {'key': 'related_products_display', 'namespace': 'shopify--discovery--product_recommendation', 'type': 'single_line_text_field'}, {'key': 'related_products', 'namespace': 'shopify--discovery--product_recommendation', 'type': 'list.product_reference'}, {'key': 'complementary_products', 'namespace': 'shopify--discovery--product_recommendation', 'type': 'list.product_reference'}, {'key': 'custom_product', 'namespace': 'mm-google-shopping', 'type': 'boolean'}, {'key': 'model_variants', 'namespace': 'scx', 'type': 'list.product_reference'}, {'key': 'queries', 'namespace': 'shopify--discovery--product_search_boost', 'type': 'list.single_line_text_field'}, {'key': 'composition', 'namespace': 'scx', 'type': 'multi_line_text_field'}, {'key': 'color', 'namespace': 'scx', 'type': 'metaobject_reference'}, {'key': 'certificao', 'namespace': 'custom', 'type': 'multi_line_text_field'}, {'key': 'complementary_products', 'namespace': 'globo--filter--product_recommendation', 'type': 'list.product_reference'}, {'key': 'related_products', 'namespace': 'globo--filter--product_recommendation', 'type': 'list.product_reference'}, {'key': 'bought_together_products', 'namespace': 'globo--filter--product_recommendation', 'type': 'list.product_reference'}, {'key': 'manutencao_e_cuidados', 'namespace': 'custom', 'type': 'multi_line_text_field'}, {'key': 'color-pattern', 'namespace': 'shopify', 'type': 'list.metaobject_reference'}, {'key': 'footwear-material', 'namespace': 'shopify', 'type': 'list.metaobject_reference'}, {'key': 'closure-type', 'namespace': 'shopify', 'type': 'list.metaobject_reference'}]",2024-10-15T11:51:45Z
