feature_name,source
variant_other_title:Offsets 63.45 kg of CO2,Variant option dummy variable
variant_other_title:Offsets 665.09 kg of CO2,Variant option dummy variable
variant_other_title:Offsets 68.13 kg of CO2,Variant option dummy variable
variant_other_title:Offsets 7.5 kg of CO2,Variant option dummy variable
variant_other_title:Offsets 714.17 kg of CO2,Variant option dummy variable
variant_other_title:Offsets 73.16 kg of CO2,Variant option dummy variable
variant_other_title:Offsets 766.87 kg of CO2,Variant option dummy variable
variant_other_title:Offsets 78.56 kg of CO2,Variant option dummy variable
variant_other_title:Offsets 8.05 kg of CO2,Variant option dummy variable
variant_other_title:Offsets 8.65 kg of CO2,Variant option dummy variable
variant_other_title:Offsets 823.47 kg of CO2,Variant option dummy variable
variant_other_title:Offsets 84.36 kg of CO2,Variant option dummy variable
variant_other_title:Offsets 884.24 kg of CO2,Variant option dummy variable
variant_other_title:Offsets 9.28 kg of CO2,Variant option dummy variable
variant_other_title:Offsets 9.97 kg of CO2,Variant option dummy variable
variant_other_title:Offsets 90.58 kg of CO2,Variant option dummy variable
variant_other_title:Offsets 949.5 kg of CO2,Variant option dummy variable
variant_other_title:Offsets 97.27 kg of CO2,Variant option dummy variable
created_year,Time-based features from createdAt timestamp
created_month,Time-based features from createdAt timestamp
created_day,Time-based features from createdAt timestamp
created_hour,Time-based features from createdAt timestamp
days_since_first_product,Time-based features from createdAt timestamp
created_season,Time-based features from createdAt timestamp
is_recent_product,Time-based features from createdAt timestamp
release_quarter_2024Q4,Release quarter features from createdAt timestamp
release_quarter_2025Q1,Release quarter features from createdAt timestamp
title_33,TF-IDF from product titles
title_33 high,TF-IDF from product titles
title_33 low,TF-IDF from product titles
title_70,TF-IDF from product titles
title_black,TF-IDF from product titles
title_bombazine,TF-IDF from product titles
title_bottle,TF-IDF from product titles
title_breeze,TF-IDF from product titles
title_breeze colors,TF-IDF from product titles
title_brown,TF-IDF from product titles
title_bsk,TF-IDF from product titles
title_bsk 33,TF-IDF from product titles
title_club,TF-IDF from product titles
title_colors,TF-IDF from product titles
title_ecru,TF-IDF from product titles
title_fur,TF-IDF from product titles
title_green,TF-IDF from product titles
title_gum,TF-IDF from product titles
title_high,TF-IDF from product titles
title_hoodie,TF-IDF from product titles
title_k100,TF-IDF from product titles
title_k200,TF-IDF from product titles
title_kids,TF-IDF from product titles
title_kids v100,TF-IDF from product titles
title_kids v200,TF-IDF from product titles
title_logo,TF-IDF from product titles
title_low,TF-IDF from product titles
title_marine,TF-IDF from product titles
title_navy,TF-IDF from product titles
title_og,TF-IDF from product titles
title_og washed,TF-IDF from product titles
title_patch,TF-IDF from product titles
title_red,TF-IDF from product titles
title_sanjo,TF-IDF from product titles
title_sanjo bsk,TF-IDF from product titles
title_sanjo k100,TF-IDF from product titles
title_sanjo k200,TF-IDF from product titles
title_sanjo kids,TF-IDF from product titles
title_sanjo stc,TF-IDF from product titles
title_shirt,TF-IDF from product titles
title_sky,TF-IDF from product titles
title_stc,TF-IDF from product titles
title_stc 70,TF-IDF from product titles
title_suede,TF-IDF from product titles
title_sweat,TF-IDF from product titles
title_v100,TF-IDF from product titles
title_v200,TF-IDF from product titles
title_washed,TF-IDF from product titles
title_white,TF-IDF from product titles
title_wild,TF-IDF from product titles
handle_24,TF-IDF from product handles
handle_33,TF-IDF from product handles
handle_35,TF-IDF from product handles
handle_black,TF-IDF from product handles
handle_bottle,TF-IDF from product handles
handle_bsk,TF-IDF from product handles
handle_bsk 33,TF-IDF from product handles
handle_ecru,TF-IDF from product handles
handle_green,TF-IDF from product handles
handle_high,TF-IDF from product handles
handle_hoodie,TF-IDF from product handles
handle_k100,TF-IDF from product handles
handle_k200,TF-IDF from product handles
handle_kids,TF-IDF from product handles
handle_kids v100,TF-IDF from product handles
handle_kids v200,TF-IDF from product handles
handle_logo,TF-IDF from product handles
handle_low,TF-IDF from product handles
handle_navy,TF-IDF from product handles
handle_og,TF-IDF from product handles
handle_sanjo,TF-IDF from product handles
handle_sanjo bsk,TF-IDF from product handles
handle_sanjo k100,TF-IDF from product handles
handle_sanjo kids,TF-IDF from product handles
handle_shirt,TF-IDF from product handles
handle_ss25,TF-IDF from product handles
handle_v100,TF-IDF from product handles
handle_v200,TF-IDF from product handles
handle_washed,TF-IDF from product handles
handle_white,TF-IDF from product handles
description_100,TF-IDF from product descriptions
description_100 cotton,TF-IDF from product descriptions
description_100 organic,TF-IDF from product descriptions
description_100 vegan,TF-IDF from product descriptions
description_240,TF-IDF from product descriptions
description_380,TF-IDF from product descriptions
description_50,TF-IDF from product descriptions
description_50 cotton,TF-IDF from product descriptions
description_50 pre,TF-IDF from product descriptions
description_abrasion,TF-IDF from product descriptions
description_actions,TF-IDF from product descriptions
description_actions lower,TF-IDF from product descriptions
description_animal,TF-IDF from product descriptions
description_animal origin,TF-IDF from product descriptions
description_approved,TF-IDF from product descriptions
description_approved vegan,TF-IDF from product descriptions
description_atmosphere,TF-IDF from product descriptions
description_atmosphere manufacturing,TF-IDF from product descriptions
description_basketball,TF-IDF from product descriptions
description_bombazine,TF-IDF from product descriptions
description_brand,TF-IDF from product descriptions
description_canvas,TF-IDF from product descriptions
description_canvas resistant,TF-IDF from product descriptions
description_carbon,TF-IDF from product descriptions
description_carbon footprint,TF-IDF from product descriptions
description_carbon footprintadherence,TF-IDF from product descriptions
description_certification,TF-IDF from product descriptions
description_certification ensure,TF-IDF from product descriptions
description_certified,TF-IDF from product descriptions
description_certified fabrics,TF-IDF from product descriptions
description_chemical,TF-IDF from product descriptions
description_chemical nature,TF-IDF from product descriptions
description_compliance,TF-IDF from product descriptions
description_compliance social,TF-IDF from product descriptions
description_composition,TF-IDF from product descriptions
description_composition 100,TF-IDF from product descriptions
description_composition 50,TF-IDF from product descriptions
description_composition upper,TF-IDF from product descriptions
description_consumer,TF-IDF from product descriptions
description_consumer recycle,TF-IDF from product descriptions
description_cordura,TF-IDF from product descriptions
description_cotton,TF-IDF from product descriptions
description_cotton 50,TF-IDF from product descriptions
description_cotton canvas,TF-IDF from product descriptions
description_cotton washed,TF-IDF from product descriptions
description_cotton weight,TF-IDF from product descriptions
description_details,TF-IDF from product descriptions
description_does,TF-IDF from product descriptions
description_does include,TF-IDF from product descriptions
description_durability,TF-IDF from product descriptions
description_emissions,TF-IDF from product descriptions
description_emissions released,TF-IDF from product descriptions
description_ensure,TF-IDF from product descriptions
description_ensure compliance,TF-IDF from product descriptions
description_environmental,TF-IDF from product descriptions
description_environmental health,TF-IDF from product descriptions
description_fabrics,TF-IDF from product descriptions
description_fabrics markets,TF-IDF from product descriptions
description_features,TF-IDF from product descriptions
description_fibers,TF-IDF from product descriptions
description_fibers animal,TF-IDF from product descriptions
description_foam,TF-IDF from product descriptions
description_foam lining,TF-IDF from product descriptions
description_footprint,TF-IDF from product descriptions
description_footprint portugal,TF-IDF from product descriptions
description_footprint reduction,TF-IDF from product descriptions
description_footprintadherence,TF-IDF from product descriptions
description_footprintadherence carbon,TF-IDF from product descriptions
description_global,TF-IDF from product descriptions
description_global organic,TF-IDF from product descriptions
description_gots,TF-IDF from product descriptions
description_gots certification,TF-IDF from product descriptions
description_group,TF-IDF from product descriptions
description_health,TF-IDF from product descriptions
description_health safety,TF-IDF from product descriptions
description_hides,TF-IDF from product descriptions
description_hides leather,TF-IDF from product descriptions
description_history,TF-IDF from product descriptions
description_iec,TF-IDF from product descriptions
description_iec emissions,TF-IDF from product descriptions
description_include,TF-IDF from product descriptions
description_include fibers,TF-IDF from product descriptions
description_inescopensures,TF-IDF from product descriptions
description_inescopensures main,TF-IDF from product descriptions
description_insole,TF-IDF from product descriptions
description_insole memory,TF-IDF from product descriptions
description_leather,TF-IDF from product descriptions
description_leather silk,TF-IDF from product descriptions
description_leather working,TF-IDF from product descriptions
description_lining,TF-IDF from product descriptions
description_lining mesh,TF-IDF from product descriptions
description_logo,TF-IDF from product descriptions
description_logo make,TF-IDF from product descriptions
description_lower,TF-IDF from product descriptions
description_lower iec,TF-IDF from product descriptions
description_main,TF-IDF from product descriptions
description_main chemical,TF-IDF from product descriptions
description_make,TF-IDF from product descriptions
description_manufacturing,TF-IDF from product descriptions
description_manufacturing global,TF-IDF from product descriptions
description_markets,TF-IDF from product descriptions
description_material,TF-IDF from product descriptions
description_material does,TF-IDF from product descriptions
description_memory,TF-IDF from product descriptions
description_memory foam,TF-IDF from product descriptions
description_mesh,TF-IDF from product descriptions
description_mesh sole,TF-IDF from product descriptions
description_mesh vegan,TF-IDF from product descriptions
description_model,TF-IDF from product descriptions
description_m²,TF-IDF from product descriptions
description_nature,TF-IDF from product descriptions
description_nature material,TF-IDF from product descriptions
description_offering,TF-IDF from product descriptions
description_organic,TF-IDF from product descriptions
description_organic cotton,TF-IDF from product descriptions
description_organic textile,TF-IDF from product descriptions
description_origin,TF-IDF from product descriptions
description_origin hides,TF-IDF from product descriptions
description_original,TF-IDF from product descriptions
description_peta,TF-IDF from product descriptions
description_peta approved,TF-IDF from product descriptions
description_plan,TF-IDF from product descriptions
description_plan specific,TF-IDF from product descriptions
description_portugal,TF-IDF from product descriptions
description_portugal composition,TF-IDF from product descriptions
description_pre,TF-IDF from product descriptions
description_pre consumer,TF-IDF from product descriptions
description_premium,TF-IDF from product descriptions
description_prioritize,TF-IDF from product descriptions
description_prioritize workplace,TF-IDF from product descriptions
description_properties,TF-IDF from product descriptions
description_properties portugal,TF-IDF from product descriptions
description_recycle,TF-IDF from product descriptions
description_recycle cotton,TF-IDF from product descriptions
description_recycled,TF-IDF from product descriptions
description_recycled cotton,TF-IDF from product descriptions
description_reduction,TF-IDF from product descriptions
description_reduction plan,TF-IDF from product descriptions
description_released,TF-IDF from product descriptions
description_released atmosphere,TF-IDF from product descriptions
description_resistance,TF-IDF from product descriptions
description_resistant,TF-IDF from product descriptions
description_resistant sunlight,TF-IDF from product descriptions
description_safety,TF-IDF from product descriptions
description_safety standards,TF-IDF from product descriptions
description_safety value,TF-IDF from product descriptions
description_sanjo,TF-IDF from product descriptions
description_silk,TF-IDF from product descriptions
description_silk wool,TF-IDF from product descriptions
description_social,TF-IDF from product descriptions
description_social environmental,TF-IDF from product descriptions
description_sole,TF-IDF from product descriptions
description_sole 100,TF-IDF from product descriptions
description_specific,TF-IDF from product descriptions
description_specific actions,TF-IDF from product descriptions
description_standards,TF-IDF from product descriptions
description_standards prioritize,TF-IDF from product descriptions
description_standardwith,TF-IDF from product descriptions
description_standardwith gots,TF-IDF from product descriptions
description_suede,TF-IDF from product descriptions
description_sunlight,TF-IDF from product descriptions
description_sunlight sole,TF-IDF from product descriptions
description_tag,TF-IDF from product descriptions
description_tag tongue,TF-IDF from product descriptions
description_textile,TF-IDF from product descriptions
description_textile standardwith,TF-IDF from product descriptions
description_textile tag,TF-IDF from product descriptions
description_tpr,TF-IDF from product descriptions
description_tpr insole,TF-IDF from product descriptions
description_upper,TF-IDF from product descriptions
description_upper 100,TF-IDF from product descriptions
description_used,TF-IDF from product descriptions
description_value,TF-IDF from product descriptions
description_value certified,TF-IDF from product descriptions
description_ve,TF-IDF from product descriptions
description_ve revolutionized,TF-IDF from product descriptions
description_vegan,TF-IDF from product descriptions
description_vegan inescopensures,TF-IDF from product descriptions
description_vegan tpr,TF-IDF from product descriptions
description_washed,TF-IDF from product descriptions
description_washed zero,TF-IDF from product descriptions
description_waste,TF-IDF from product descriptions
description_waste water,TF-IDF from product descriptions
description_water,TF-IDF from product descriptions
description_water footprint,TF-IDF from product descriptions
description_weight,TF-IDF from product descriptions
description_weight 240,TF-IDF from product descriptions
description_weight 380,TF-IDF from product descriptions
description_wool,TF-IDF from product descriptions
description_wool carbon,TF-IDF from product descriptions
description_working,TF-IDF from product descriptions
description_working group,TF-IDF from product descriptions
description_workplace,TF-IDF from product descriptions
description_workplace safety,TF-IDF from product descriptions
description_worn,TF-IDF from product descriptions
description_worn local,TF-IDF from product descriptions
description_years,TF-IDF from product descriptions
description_years history,TF-IDF from product descriptions
description_zero,TF-IDF from product descriptions
description_zero waste,TF-IDF from product descriptions
