person_id_hex,is_identified,days_since_creation,days_since_last_update,shopify_state,shopify_currency,shopify_verified_email,shopify_account_age_days,city,country_iso,in_eu,timezone,days_since_last_session
32737847544a736730484d46373631313877363732635831726474,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
3273784754444f35576e344d4c4258444768424e5251375771714b,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273784755374b35364d59394f41724d7355344866423238556c35,1,49,1,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273784754755246424f6475764767664f596f584a6b64727a7669,1,49,34,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
32737847546d41736b63306c726478746162424b4378717671756b,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
327378475672375076726f555334654853774d5632434b51304344,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
3273784757376c4749456256394f68584e3352796e63593245446a,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378475741666c584a44704f494d357a4c45794c7a5a6e345631,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
32737847576d4773564a5a5441764a4c53615a785458654f44374c,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378475778566d367775545044597945354c3570694775483079,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
3273784a69565243646a546b5a6b42763973684647637575687530,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
32737847627271385037766c66387076396d706c4e755077553436,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
32737847483561687753507a58657a56324653747639346e755063,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273784747714554657638717a496e6830786474766c3539464755,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
32737847486d4b53416e7879647446336b3448497956616e624b39,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378496d6157765333336d673059786f45677474554357714373,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
32746d51784761644c6871304f7778587776427a7536705a394766,1,31,28,disabled,EUR,1,31,Unknown,Unknown,0,Unknown,9999
327378474866704158704f3970453767655270786951414e69576f,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
32737847494832424b725152553435627149584f65696c34647655,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
32737847494a794254474a476d594973777a77326b685158527057,1,49,35,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
32737847494d487748317439417477366768656f6a784846675a62,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
32737847496c597a4b78783867654642624b4638756c66436e554e,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378474b6341726b654542475031744753375a564a6172554973,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378474c344b4e68724e3033454d445234587436557a4c547465,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273784c4635446a614f30304f4e376d383577634c503970577a4f,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378474d4c6d35314e6a77774962764358666b7749323453566d,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378474d676755553673426a5577427049304e6c515254397230,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378474d4b746e4549354c4a33374d434935686f6c5655473961,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327458634b5834347a496479507a7379434735537665447466546e,1,36,36,disabled,EUR,1,0,Unknown,Unknown,0,Unknown,9999
327378474d78626762516f4b6463377a3076374e79325867534572,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
327378474f513170436e575a373953457465586635635974457841,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
327378474f686c5a636c7358626f524561364e73494a3575626f52,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
327378474f6e41366d315466757476593457666866694b366a7533,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
32737847503337556a696547754f63536539707345737271535442,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
3273784750394843515057333667766d6d79597858524e44575833,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
327378475055717a454e6871424c56733142455263413974336e59,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
3273784751525639573043546c63394a4c72396f734d6670676568,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
327378475162536e6b43384a64426935376241726279425956347a,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
32737847515442596b506f487039554f6d424d72386453346e3341,1,49,49,disabled,EUR,1,170,Unknown,Unknown,0,Unknown,9999
32737847516b66385658307662374176494f4a616a6b6d76356c47,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
32737847526a3966643233537376466a4d7a586e4c75753732774f,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273784753373247507055386d41684b44674d5a374c4530747541,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327555456b6d5270316a424764364c50776e306b49685839576c55,1,16,3,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
327378475267514b58647441366769797245377a42545a51537745,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378474b7063303439513061433474596c52576b564d30784c36,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273784753645a7439337a764d7144697668383366743162544861,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
32737847524d486a4f767575326d58705431797a716470376f6b30,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
3273784753664f765134676d61624231684c696669326b4347636e,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378475378573766594a4b31473074543557304b4f3056643855,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273784754316d69445a447a39354e785739744b785262306a4b6c,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
32737847584e554c4178533252555057366b786b62786656317244,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273784758514b763636444472594a62613342755436654d6e4d59,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
32755545477a6e6e68526978737a304f706f37444a354d71587430,1,16,15,disabled,EUR,1,16,Unknown,Unknown,0,Unknown,9999
32737847576d6241345a667134446b493278316565757552643659,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378475948634d6b62323741775146353657363373714176396a,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378475947564c4b4c67505775776b48754a6877746448386b6d,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378476139756a744e634d6d61506d62556b7057476c754c3262,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378475a597959654958727150385441786f724772786e444a77,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
32737847626f4b4848715136766a574d6d4b62546556314670416a,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
3273784762734c4c33664b334538614461794f545834754d4b5a68,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
32737847634b43434a426f456e546c55516a6133674a694a545a42,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273784763667949384777635568673339366f6c41636330304232,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378476363336f37376e3056796645337a63317439575068734e,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
327378476431434b533551316d73396e4431495858576272304871,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
3273784a69704274456661437268737878516849454a785551486a,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
3273784763764e354f6e314c72686c75446b596d68394b746c746d,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273784764316e6c626a6f6a596e62536b63544e356b6946536c41,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273784a6a42306e43525a6269324a5056706c3677344577416843,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273784764554d364e42416838796456624e526c367a6238636a68,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378476463587a555577634e31637a6d6d365a6d545a6b4a6a44,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378476546594c514e6b4b62335a4d6836545745784948624b61,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
32737847653348425363773357556e514f4a414c4455717a567444,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
32737847666a726461374f686e4d664e534e44575a394f50527150,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378476661737973774d6b56617a4944504d6a464a333537366c,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273784766775178693669375a5131526c55756e4e75787a6e704e,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
3273784767446c746a4d616e486c7549576d584e55573430537259,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378476a504d744133557776586144745a4f454f33574c43644e,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378476a626f53304c6e754c5673706d41613436745a51505a44,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378476a31467a7874586b6b56544c6741666e57665877487535,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
327378476a6e45424f63386e367954544b64497632424578484e32,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
327378476b345a51456c44555443713354707147774c4b70464e36,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378476a686e79306b5a5164654532324956516f35563141384f,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
327378476b597465446953326a314348475067756d615567446472,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378476b61384941415a6a485a554b5336725276713148475838,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
327378476b6a4979525164556251434630446f6474575068416259,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
327378476b6e365a316a4850767a664c5071364d5365554a4c6642,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
327378476c3856356a3045794379454171395166786a6538466261,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378476c426f6f556e7764617772714170653645767148776866,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378476e58786f4c6241484c37724d73483376564b7456784753,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273784c484e4a6243484641705a556470374e6433454644436844,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378476e6d42763937376d5a6d585946696f4348733876386534,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378476f5567684d73376774637970427a316e31474a52443637,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378476f5832514a7539446173317139587a39696635494b435a,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378476f6c7366493446416d335753584a517157734549546e50,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273784770324a5776664a6c735869676f634f6330695a4c565846,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
3273784770546c55593145676f4754583975346151524d4874374d,1,49,49,disabled,EUR,1,170,Unknown,Unknown,0,Unknown,9999
3273784770506349727a4532777a646e795564367a786473767956,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273773256726835664d6730316e5473734e6842694f507a726c70,1,50,50,disabled,EUR,1,125,Unknown,Unknown,0,Unknown,9999
32737847726378724a4a656149654b515442434155317949535467,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273773256726b59327468546d566c74374b6868556c7a7a39304f,1,50,50,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
3273784772714d7a644c7a626b697941487556427867534d6a4b54,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273784c495954786c44776748536a763761325773557770766843,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
32737847734e38505173333834463535545244457073434a787038,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273784774396f726550597a357647616a6f6d675075647831546a,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378477379314664507870474a6a5a55626b6239437575307143,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
32737847765373576b635953526f434a4968306d625976496b726f,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
32737847766f6d4b67646262636971775275306e6245745974315a,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273784776705134316575774d393933424369416d774d74724c45,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378477670397536786970766b57746b43644773654353513571,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
327378477845387475434c79774e5246423077734978734d346453,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
32737847706b6e747466746e366f68734f6369313033544353476f,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273784777624668397376645a6463446d3631574b344362614e49,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273784778357a4c316357417337414b4e5a6241315735705a5039,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273784c4956636b6f7165474271556850506c63694d5863794561,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273784761477a6a7762745350746d586562464b46494956353864,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
3273784761424e72667862786b646d6f3139774272594e7a454d4a,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
327378476154693034367273336b5547745657664c4c64706f6b65,1,49,49,disabled,EUR,1,168,Unknown,Unknown,0,Unknown,9999
32737847617854725579314852376a3475366d7972416a6f317a5a,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
327378476234596247784a736337374638444f77783672315a7752,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273784762324b7662584a386549527255336a664d4e3575665061,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
3273784a69775430315a6f75656b465647493732754a4945575549,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273784762616b30785a766c777857416479474d54456a39684f51,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
3273784c664943425a3330705a7444737879794648706852354b48,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
327378476562545854706e344763424b47433752776376746a4572,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
3273784765793730366d356b65676864334964756d4e3838477537,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
3273784c484c6c344e5a684b347666514d4d6c4e67464a517a366b,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
3273784c49344c336d55496c305a43773931384677563336653478,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
32737847675473545a6e39706d68585478306f7832436534697474,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
3273784767656b347850306263574f59473879584d4c70784c315a,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
32737847666f65476f594f354e584a3678584c7a693363514e6154,1,49,49,disabled,EUR,1,169,Unknown,Unknown,0,Unknown,9999
32737847677872776e7157473345377241766f746e713932556366,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
32737847676d50666f665035624e66576d7351393632526c34396f,1,49,36,disabled,EUR,1,168,Unknown,Unknown,0,Unknown,9999
327378476844586d39694d68416f4f524d354c484856376943564c,1,49,49,disabled,EUR,1,49,Unknown,Unknown,0,Unknown,9999
