weight_name,avg_similarity,timestamp,eval_time_seconds,error,weight_availability,weight_collections,weight_description_tfidf,weight_gift_card,weight_handle_tfidf,weight_metafield_data,weight_other_numeric,weight_price,weight_product_type,weight_release_quarter,weight_tags,weight_time_features,weight_title_tfidf,weight_variant_color,weight_variant_other,weight_variant_size,weight_vendor
evo_gen40_ind7,0.15966088898448913,2025-04-02 13:35:11,0.09778380393981934,,,0.47499601993781804,0.15359181198506797,,0.2326981091609519,,0.31717151955441086,0.6225822155644336,0.46290750760731236,2.489740054917465,0.17572633130609644,0.43279533613270593,0.22580085918544957,,2.1781176893664784,1.5886442084105967,3.5983464255538746
evo_gen39_ind3,0.15966088898448913,2025-04-02 13:35:09,0.09369945526123047,,,0.47499601993781804,0.15359181198506797,,0.2326981091609519,,0.31717151955441086,0.6225822155644336,0.46290750760731236,2.489740054917465,0.17572633130609644,0.43279533613270593,0.22580085918544957,,2.1781176893664784,1.5886442084105967,2.7167686168551173
evo_gen33_ind3,0.15960671183475772,2025-04-02 13:34:58,0.09956717491149902,,,0.47499601993781804,0.15359181198506797,,0.2326981091609519,,0.31717151955441086,0.6225822155644336,0.46290750760731236,4.9843777398221505,0.17572633130609644,0.43279533613270593,0.22580085918544957,,2.3023236416480843,1.5886442084105967,3.5983464255538746
evo_gen36_ind18,0.15960671183475772,2025-04-02 13:35:05,0.0964806079864502,,,0.47499601993781804,0.15359181198506797,,0.2326981091609519,,0.31717151955441086,0.6225822155644336,0.46290750760731236,4.9843777398221505,0.17572633130609644,0.43279533613270593,0.22580085918544957,,2.3023236416480843,1.5886442084105967,3.5983464255538746
evo_gen36_ind17,0.15960671183475772,2025-04-02 13:35:05,0.0947120189666748,,,0.47499601993781804,0.15359181198506797,,0.2326981091609519,,0.31717151955441086,0.6225822155644336,0.46290750760731236,4.9843777398221505,0.17572633130609644,0.43279533613270593,0.22580085918544957,,2.3023236416480843,1.5886442084105967,1.6309282812243269
evo_gen38_ind12,0.1591004505350931,2025-04-02 13:35:08,0.09267854690551758,,,0.47499601993781804,0.15359181198506797,,0.2326981091609519,,0.31717151955441086,0.6225822155644336,0.46290750760731236,4.9843777398221505,0.17572633130609644,0.43279533613270593,0.22580085918544957,,2.3023236416480843,2.2607581774856045,3.5983464255538746
evo_gen37_ind12,0.1589124237807025,2025-04-02 13:35:06,0.09562969207763672,,,0.47499601993781804,0.15359181198506797,,0.2326981091609519,,0.31717151955441086,0.6225822155644336,0.46290750760731236,4.9843777398221505,0.17572633130609644,0.43279533613270593,0.22580085918544957,,2.4129056574669856,2.5072630379557377,4.877346761643868
evo_gen34_ind15,0.15827493280087157,2025-04-02 13:35:01,0.09441661834716797,,,0.47499601993781804,0.15359181198506797,,0.2326981091609519,,0.31717151955441086,0.6225822155644336,0.46290750760731236,4.9843777398221505,0.17572633130609644,0.43279533613270593,0.22580085918544957,,2.3023236416480843,4.23624928826531,1.4060844661493364
evo_gen38_ind15,0.158216882940381,2025-04-02 13:35:08,0.10230493545532227,,,0.47499601993781804,0.15359181198506797,,0.2326981091609519,,0.31717151955441086,0.6225822155644336,0.46290750760731236,4.9843777398221505,0.17572633130609644,0.43279533613270593,0.22580085918544957,,2.3023236416480843,4.449323507366984,1.4633336125678196
evo_gen38_ind5,0.158216882940381,2025-04-02 13:35:07,0.10034561157226562,,,0.47499601993781804,0.15359181198506797,,0.2326981091609519,,0.31717151955441086,0.6225822155644336,0.46290750760731236,4.9843777398221505,0.17572633130609644,0.43279533613270593,0.22580085918544957,,2.3023236416480843,4.449323507366984,4.310631263353354
evo_gen36_ind16,0.15810638409600083,2025-04-02 13:35:05,0.09264492988586426,,,0.47499601993781804,0.15359181198506797,,0.2326981091609519,,0.31717151955441086,0.6225822155644336,0.46290750760731236,2.5977054539493323,0.17572633130609644,0.43279533613270593,0.22580085918544957,,2.3023236416480843,4.449323507366984,3.5983464255538746
