product_title,product_id,vendor,description,handle,variants,createdAt,reviews_rating,reviews_rating_count,metafield_shopify--discovery--product_recommendation_related_products_display_ahead,metafield_shopify--discovery--product_recommendation_related_products_display_only_manual,metafield_shopify_fabric_angora_bamboo,metafield_shopify_age-group_adults,metafield_shopify_target-gender_unisex,metafield_shopify_accessory-size_one_size,metafield_shopify_headwear-features_adjustable_fit,metafield_shopify_size_one_size,metafield_shopify_size_s_m_m_l,metafield_shopify_size_xs_s_s_m_m_l,metafield_shopify_size_xs_s_m_l_xl,metafield_shopify_size_xs_s_m_l,metafield_shopify_size_xxs_s_m_l,metafield_shopify_neckline_round,product_type_,product_type_bone,product_type_robe,product_type_scrunchie,product_type_slipsilk,product_type_trousers,tag_satin_shirt,tag_satin_trousers,tag_sweatshirt_conj,collections_ACESSÓRIOS,collections_All,collections_BIQUÍNIS,collections_BONÉS E CHAPÉUS,collections_FW'23 | ACTIVEWEAR & PADEL COLLECTION 🎾,collections_FW'23 | LOUNGEWEAR COLLECTION,collections_FW'23 | SLEEPWEAR COLLECTION,collections_FW’24 | BOTTOMS,collections_FW’24 | TOPS,collections_FW’24 | TRACKSUIT COLLECTION,collections_KIDS,collections_LENÇOS,collections_LINGERIE COLLECTION,collections_OS MAIS PROCURADOS,collections_OS MAIS VENDIDOS,collections_OUTLET,collections_SCRUNCHIES,collections_SS'24 | EASYWEAR,collections_SS'24 | RJ COLLECTION 🇧🇷,collections_SS'25 | BIQUÍNIS,collections_SS'25 | EASYWEAR,collections_SS'25 | HAWAII COLLECTION | 1ST DROP 🇺🇸,collections_SS'25 | HAWAII COLLECTION 🇺🇸,collections_Smart Products Filter Index - Do not delete,collections_TRACKSUITS | LIMITED EDITION!,collections_TRIQUÍNIS & FATOS DE BANHO
ATHENA LACE BACK BRAZILIAN,gid://shopify/Product/7830854664419,missusstore,Data de Promoção: de 24 de Fevereiro a 31 de Março de 2025. Colecção Lingerie & Sleepwear Fall/Winter 2020 Cueca rendada com cetim na frente. A modelo está a utilizar o tamanho S.,athena-lace-back-brazilian,"[{'id': 'gid://shopify/ProductVariant/43249953013987', 'title': 'ROSA / S', 'currentlyNotInStock': False, 'availableForSale': False, 'price': {'amount': '8.0'}, 'compareAtPrice': {'amount': '22.9'}, 'weight': 0.0, 'quantityAvailable': 0, 'taxable': True, 'selectedOptions': [{'name': 'Padrão'}, {'name': 'Tamanho'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/43249952981219', 'title': 'ROSA / M', 'currentlyNotInStock': False, 'availableForSale': False, 'price': {'amount': '8.0'}, 'compareAtPrice': {'amount': '22.9'}, 'weight': 0.0, 'quantityAvailable': 0, 'taxable': True, 'selectedOptions': [{'name': 'Padrão'}, {'name': 'Tamanho'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/43249952948451', 'title': 'ROSA / L', 'currentlyNotInStock': False, 'availableForSale': False, 'price': {'amount': '8.0'}, 'compareAtPrice': {'amount': '22.9'}, 'weight': 0.0, 'quantityAvailable': 0, 'taxable': True, 'selectedOptions': [{'name': 'Padrão'}, {'name': 'Tamanho'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/43249953112291', 'title': 'CINZA / S', 'currentlyNotInStock': False, 'availableForSale': False, 'price': {'amount': '8.0'}, 'compareAtPrice': {'amount': '22.9'}, 'weight': 0.0, 'quantityAvailable': 0, 'taxable': True, 'selectedOptions': [{'name': 'Padrão'}, {'name': 'Tamanho'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/43249953079523', 'title': 'CINZA / M', 'currentlyNotInStock': False, 'availableForSale': False, 'price': {'amount': '8.0'}, 'compareAtPrice': {'amount': '22.9'}, 'weight': 0.0, 'quantityAvailable': 0, 'taxable': True, 'selectedOptions': [{'name': 'Padrão'}, {'name': 'Tamanho'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/43249953046755', 'title': 'CINZA / L', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '8.0'}, 'compareAtPrice': {'amount': '22.9'}, 'weight': 0.0, 'quantityAvailable': 2, 'taxable': True, 'selectedOptions': [{'name': 'Padrão'}, {'name': 'Tamanho'}], 'unitPrice': None}]",2022-08-19T11:27:52Z,0.0,0.0,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
