product_title,product_id,vendor,description,handle,product_type,is_gift_card,available_for_sale,tags,collections,variants,createdAt,reviews_rating,reviews_rating_count,custom_cor,metafield_shopify--discovery--product_recommendation_related_products_display_ahead,metafield_shopify--discovery--product_recommendation_related_products_display_only_manual,metafield_shopify_fabric_angora_bamboo,metafield_shopify_age-group_adults,metafield_shopify_target-gender_unisex,metafield_shopify_accessory-size_one_size,metafield_shopify_headwear-features_adjustable_fit,metafield_shopify_size_one_size,metafield_shopify_size_s_m_m_l,metafield_shopify_size_xs_s_m_l_xl,metafield_shopify_size_xs_s_m_l,metafield_shopify_size_xs_s_s_m_m_l,metafield_shopify_size_xxs_s_m_l,metafield_shopify_neckline_round
ATHENA LACE BACK BRAZILIAN,gid://shopify/Product/7830854664419,missusstore,Data de Promoção: de 24 de Fevereiro a 31 de Março de 2025. Colecção Lingerie & Sleepwear Fall/Winter 2020 Cueca rendada com cetim na frente. A modelo está a utilizar o tamanho S.,athena-lace-back-brazilian,,False,True,[],"[{'id': 'gid://shopify/Collection/409342902499', 'handle': 'lingerie-amp-sleepwear', 'title': 'LINGERIE COLLECTION'}, {'id': 'gid://shopify/Collection/597273051477', 'handle': 'globofilter-best-selling-products-index', 'title': 'Smart Products Filter Index - Do not delete'}, {'id': 'gid://shopify/Collection/618883875157', 'handle': 'all', 'title': 'All'}]","[{'id': 'gid://shopify/ProductVariant/43249953013987', 'title': 'ROSA / S', 'currentlyNotInStock': False, 'availableForSale': False, 'price': {'amount': '8.0'}, 'compareAtPrice': {'amount': '22.9'}, 'weight': 0.0, 'quantityAvailable': 0, 'taxable': True, 'selectedOptions': [{'name': 'Padrão'}, {'name': 'Tamanho'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/43249952981219', 'title': 'ROSA / M', 'currentlyNotInStock': False, 'availableForSale': False, 'price': {'amount': '8.0'}, 'compareAtPrice': {'amount': '22.9'}, 'weight': 0.0, 'quantityAvailable': 0, 'taxable': True, 'selectedOptions': [{'name': 'Padrão'}, {'name': 'Tamanho'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/43249952948451', 'title': 'ROSA / L', 'currentlyNotInStock': False, 'availableForSale': False, 'price': {'amount': '8.0'}, 'compareAtPrice': {'amount': '22.9'}, 'weight': 0.0, 'quantityAvailable': 0, 'taxable': True, 'selectedOptions': [{'name': 'Padrão'}, {'name': 'Tamanho'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/43249953112291', 'title': 'CINZA / S', 'currentlyNotInStock': False, 'availableForSale': False, 'price': {'amount': '8.0'}, 'compareAtPrice': {'amount': '22.9'}, 'weight': 0.0, 'quantityAvailable': 0, 'taxable': True, 'selectedOptions': [{'name': 'Padrão'}, {'name': 'Tamanho'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/43249953079523', 'title': 'CINZA / M', 'currentlyNotInStock': False, 'availableForSale': False, 'price': {'amount': '8.0'}, 'compareAtPrice': {'amount': '22.9'}, 'weight': 0.0, 'quantityAvailable': 0, 'taxable': True, 'selectedOptions': [{'name': 'Padrão'}, {'name': 'Tamanho'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/43249953046755', 'title': 'CINZA / L', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '8.0'}, 'compareAtPrice': {'amount': '22.9'}, 'weight': 0.0, 'quantityAvailable': 2, 'taxable': True, 'selectedOptions': [{'name': 'Padrão'}, {'name': 'Tamanho'}], 'unitPrice': None}]",2022-08-19T11:27:52Z,0.0,0.0,,,,,,,,,,,,,,,
