product_title,product_id,vendor,description,handle,product_type,tags,collections,variants,custom_migueldimensoes,custom_miguelmetaobject,custom_miguelwieght,custom_testesolo,custom_product_video,metafield_shopify--discovery--product_recommendation_related_products_display_only_manual,metafield_shopify--discovery--product_recommendation_related_products_display_ahead,metafield_custom_promotion_promotion_text,metafield_custom_richtext_nao_percebo_nada_disto_dadadad,metafield_shopify_fabric__main_fabric_93_polyester_pl_7,metafield_custom_care_instructions_dadas,metafield_custom_miguellistametaobjects_short_sleeveless,metafield_custom_migueltestecatogory_elastic_waistband_flattering_s
USINA GILET,gid://shopify/Product/7761873731631,Missus,Coleção Spring Summer 2024 | RJ Collection 🌴 Mix & Match Colete aberto em malha estruturada. Disponível nos tamanhos S/M e M/L. A modelo está a utilizar o tamanho S/M.,usina-gilet,,[],"[{'id': 'gid://shopify/Collection/293529616431', 'handle': 'tudo', 'title': 'tudo'}, {'id': 'gid://shopify/Collection/295261405231', 'handle': 'all-products-nappsgiftrewards-do-not-delete', 'title': 'All Products - NAPPSGiftRewards (DO NOT DELETE)'}]","[{'id': 'gid://shopify/ProductVariant/43071457493039', 'title': 'S/M', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '44.9'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 11, 'taxable': True, 'selectedOptions': [{'name': 'Tamanho'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/43071457525807', 'title': 'M/L', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '44.9'}, 'compareAtPrice': None, 'weight': 0.0, 'quantityAvailable': 8, 'taxable': True, 'selectedOptions': [{'name': 'Tamanho'}], 'unitPrice': None}]",1.0,,0.9999999999999999,,,,,,,,,,
