feature_name,source
description_calções,TF-IDF from product descriptions
description_calções fluídos,TF-IDF from product descriptions
description_calções interiores,TF-IDF from product descriptions
description_calções justos,TF-IDF from product descriptions
description_calções malha,TF-IDF from product descriptions
description_campanha,TF-IDF from product descriptions
description_campanha vs,TF-IDF from product descriptions
description_capuz,TF-IDF from product descriptions
description_capuz banda,TF-IDF from product descriptions
description_cavada,TF-IDF from product descriptions
description_cavada disponível,TF-IDF from product descriptions
description_cetim,TF-IDF from product descriptions
description_cetim com,TF-IDF from product descriptions
description_cetim renda,TF-IDF from product descriptions
description_cetim tule,TF-IDF from product descriptions
description_christmas,TF-IDF from product descriptions
description_christmas collection,TF-IDF from product descriptions
description_cintado,TF-IDF from product descriptions
description_cintado ajustável,TF-IDF from product descriptions
description_cinto com,TF-IDF from product descriptions
description_cintura,TF-IDF from product descriptions
description_cintura disponível,TF-IDF from product descriptions
description_cintura médiaentrepernas,TF-IDF from product descriptions
description_cintura racha,TF-IDF from product descriptions
description_cintura subida,TF-IDF from product descriptions
description_claro,TF-IDF from product descriptions
description_claro com,TF-IDF from product descriptions
description_claro modelo,TF-IDF from product descriptions
description_clássico,TF-IDF from product descriptions
description_clássico com,TF-IDF from product descriptions
description_cold,TF-IDF from product descriptions
description_cold hand,TF-IDF from product descriptions
description_colecção,TF-IDF from product descriptions
description_colecção lingerie,TF-IDF from product descriptions
description_colecção sleepwear,TF-IDF from product descriptions
description_colete,TF-IDF from product descriptions
description_colete aberto,TF-IDF from product descriptions
description_coleção,TF-IDF from product descriptions
description_coleção acessórios,TF-IDF from product descriptions
description_coleção easywear,TF-IDF from product descriptions
description_coleção fall,TF-IDF from product descriptions
description_coleção sleepwear,TF-IDF from product descriptions
description_coleção spring,TF-IDF from product descriptions
description_coleções,TF-IDF from product descriptions
description_coleções passadas,TF-IDF from product descriptions
description_collection,TF-IDF from product descriptions
description_collection desporto,TF-IDF from product descriptions
description_collection leggings,TF-IDF from product descriptions
description_collection lenço,TF-IDF from product descriptions
description_collection mix,TF-IDF from product descriptions
description_collection mixed,TF-IDF from product descriptions
description_collection modelo,TF-IDF from product descriptions
description_collection paréo,TF-IDF from product descriptions
description_collection saia,TF-IDF from product descriptions
description_collection tote,TF-IDF from product descriptions
description_collection vestido,TF-IDF from product descriptions
description_com,TF-IDF from product descriptions
description_com alças,TF-IDF from product descriptions
description_com aproveitamento,TF-IDF from product descriptions
description_com aro,TF-IDF from product descriptions
description_com atilho,TF-IDF from product descriptions
description_com bolso,TF-IDF from product descriptions
description_com brilho,TF-IDF from product descriptions
description_com capuz,TF-IDF from product descriptions
description_com cetim,TF-IDF from product descriptions
description_com cinto,TF-IDF from product descriptions
description_com contraste,TF-IDF from product descriptions
description_com copa,TF-IDF from product descriptions
description_com copas,TF-IDF from product descriptions
description_com costura,TF-IDF from product descriptions
description_com elástico,TF-IDF from product descriptions
description_com fecho,TF-IDF from product descriptions
description_com folho,TF-IDF from product descriptions
description_com laterais,TF-IDF from product descriptions
description_com laço,TF-IDF from product descriptions
description_com laços,TF-IDF from product descriptions
description_com nó,TF-IDF from product descriptions
description_com padrão,TF-IDF from product descriptions
description_com possibilidade,TF-IDF from product descriptions
description_com renda,TF-IDF from product descriptions
description_com traseira,TF-IDF from product descriptions
description_com um,TF-IDF from product descriptions
description_comprido,TF-IDF from product descriptions
description_comprido com,TF-IDF from product descriptions
description_comprido decote,TF-IDF from product descriptions
description_comprido verde,TF-IDF from product descriptions
description_confere,TF-IDF from product descriptions
description_confere conforto,TF-IDF from product descriptions
description_confiança,TF-IDF from product descriptions
description_confiança elevados,TF-IDF from product descriptions
description_conforto,TF-IDF from product descriptions
description_conforto confiança,TF-IDF from product descriptions
description_conforto para,TF-IDF from product descriptions
description_contraste,TF-IDF from product descriptions
description_contraste amarelo,TF-IDF from product descriptions
description_contraste bege,TF-IDF from product descriptions
description_contraste bordeaux,TF-IDF from product descriptions
description_contraste branco,TF-IDF from product descriptions
description_contraste cru,TF-IDF from product descriptions
description_contraste em,TF-IDF from product descriptions
description_contraste laranja,TF-IDF from product descriptions
description_contraste preto,TF-IDF from product descriptions
description_contraste rosa,TF-IDF from product descriptions
description_contraste roxo,TF-IDF from product descriptions
description_contraste verde,TF-IDF from product descriptions
description_copa,TF-IDF from product descriptions
description_copa amovível,TF-IDF from product descriptions
description_copa modelo,TF-IDF from product descriptions
description_copas,TF-IDF from product descriptions
description_copas amovíveis,TF-IDF from product descriptions
description_copas fixas,TF-IDF from product descriptions
description_cor,TF-IDF from product descriptions
description_cor blush,TF-IDF from product descriptions
description_cor difere,TF-IDF from product descriptions
description_cor lavanda,TF-IDF from product descriptions
description_cor tijolo,TF-IDF from product descriptions
description_coral,TF-IDF from product descriptions
description_coral com,TF-IDF from product descriptions
description_cores,TF-IDF from product descriptions
description_cores 15x15cm,TF-IDF from product descriptions
description_cores fluorescentes,TF-IDF from product descriptions
description_cores modelo,TF-IDF from product descriptions
description_corpo,TF-IDF from product descriptions
description_corpo disponível,TF-IDF from product descriptions
description_corte,TF-IDF from product descriptions
description_corte brasileiro,TF-IDF from product descriptions
description_corte clássico,TF-IDF from product descriptions
description_costas,TF-IDF from product descriptions
description_costas adaptável,TF-IDF from product descriptions
description_costas com,TF-IDF from product descriptions
description_costas disponível,TF-IDF from product descriptions
description_costas ou,TF-IDF from product descriptions
description_costas para,TF-IDF from product descriptions
description_costas parte,TF-IDF from product descriptions
description_costura,TF-IDF from product descriptions
description_costura elástico,TF-IDF from product descriptions
description_crop,TF-IDF from product descriptions
description_crop com,TF-IDF from product descriptions
description_crop perfurado,TF-IDF from product descriptions
description_cru,TF-IDF from product descriptions
description_cruzada,TF-IDF from product descriptions
description_cruzada disponível,TF-IDF from product descriptions
description_cruzar,TF-IDF from product descriptions
description_cruzar costas,TF-IDF from product descriptions
description_cueca,TF-IDF from product descriptions
description_cueca rendada,TF-IDF from product descriptions
description_cupro,TF-IDF from product descriptions
description_cupro 32,TF-IDF from product descriptions
description_curto,TF-IDF from product descriptions
description_curto estampado,TF-IDF from product descriptions
description_dar,TF-IDF from product descriptions
description_dar liberdade,TF-IDF from product descriptions
description_das,TF-IDF from product descriptions
description_das tiras,TF-IDF from product descriptions
description_data,TF-IDF from product descriptions
description_data promoção,TF-IDF from product descriptions
description_debaixo,TF-IDF from product descriptions
description_debaixo destes,TF-IDF from product descriptions
description_debaixo dos,TF-IDF from product descriptions
description_debotar,TF-IDF from product descriptions
description_debotar na,TF-IDF from product descriptions
description_decote,TF-IDF from product descriptions
description_decote em,TF-IDF from product descriptions
description_decote redondo,TF-IDF from product descriptions
description_degradé rosa,TF-IDF from product descriptions
description_desenhadas,TF-IDF from product descriptions
description_desenhadas ergonomicamente,TF-IDF from product descriptions
description_desporto,TF-IDF from product descriptions
description_desporto decote,TF-IDF from product descriptions
description_desporto soft,TF-IDF from product descriptions
description_destes,TF-IDF from product descriptions
description_destes disponível,TF-IDF from product descriptions
description_difere,TF-IDF from product descriptions
description_difere entre,TF-IDF from product descriptions
description_dimensão,TF-IDF from product descriptions
description_dimensão das,TF-IDF from product descriptions
description_dimensões,TF-IDF from product descriptions
description_dimensões 105x150cm,TF-IDF from product descriptions
description_dimensões 125x60cm,TF-IDF from product descriptions
description_dimensões 40x30x18cm,TF-IDF from product descriptions
description_dimensões 47x35x15,TF-IDF from product descriptions
description_disponível,TF-IDF from product descriptions
description_disponível em,TF-IDF from product descriptions
description_disponível nos,TF-IDF from product descriptions
description_dobrada,TF-IDF from product descriptions
description_dobrada amachucada,TF-IDF from product descriptions
description_dois,TF-IDF from product descriptions
description_dois formatos,TF-IDF from product descriptions
description_dois tons,TF-IDF from product descriptions
description_dos,TF-IDF from product descriptions
description_dos calções,TF-IDF from product descriptions
description_duas,TF-IDF from product descriptions
description_duas alças,TF-IDF from product descriptions
description_easywear,TF-IDF from product descriptions
description_easywear spring,TF-IDF from product descriptions
description_elastane,TF-IDF from product descriptions
description_elastane cold,TF-IDF from product descriptions
description_elevados,TF-IDF from product descriptions
description_elevados proporcionando,TF-IDF from product descriptions
description_elástica,TF-IDF from product descriptions
description_elástica na,TF-IDF from product descriptions
description_elásticas,TF-IDF from product descriptions
description_elásticas em,TF-IDF from product descriptions
description_elástico,TF-IDF from product descriptions
description_elástico adaptável,TF-IDF from product descriptions
description_elástico branco,TF-IDF from product descriptions
description_elástico confere,TF-IDF from product descriptions
description_elástico disponível,TF-IDF from product descriptions
description_elástico na,TF-IDF from product descriptions
description_elástico nas,TF-IDF from product descriptions
description_elástico nos,TF-IDF from product descriptions
description_elástico para,TF-IDF from product descriptions
description_elástico tem,TF-IDF from product descriptions
description_em,TF-IDF from product descriptions
description_em 100,TF-IDF from product descriptions
description_em algodão,TF-IDF from product descriptions
description_em campanha,TF-IDF from product descriptions
description_em cetim,TF-IDF from product descriptions
description_em com,TF-IDF from product descriptions
description_em cores,TF-IDF from product descriptions
description_em dois,TF-IDF from product descriptions
description_em formato,TF-IDF from product descriptions
description_em lavanda,TF-IDF from product descriptions
description_em malha,TF-IDF from product descriptions
description_em padrão,TF-IDF from product descriptions
description_em que,TF-IDF from product descriptions
description_em rolinho,TF-IDF from product descriptions
description_em tamanho,TF-IDF from product descriptions
description_em turco,TF-IDF from product descriptions
description_encontra,TF-IDF from product descriptions
description_encontra se,TF-IDF from product descriptions
description_entre,TF-IDF from product descriptions
description_entre produto,TF-IDF from product descriptions
description_entre si,TF-IDF from product descriptions
description_equivalente,TF-IDF from product descriptions
description_equivalente um,TF-IDF from product descriptions
description_ergonomicamente,TF-IDF from product descriptions
description_ergonomicamente para,TF-IDF from product descriptions
description_escuro,TF-IDF from product descriptions
description_escuro que,TF-IDF from product descriptions
description_esgotado,TF-IDF from product descriptions
description_esgotado coleção,TF-IDF from product descriptions
description_estampado,TF-IDF from product descriptions
description_estampado azul,TF-IDF from product descriptions
description_estampado com,TF-IDF from product descriptions
description_estampado disponível,TF-IDF from product descriptions
description_estender,TF-IDF from product descriptions
description_estender logo,TF-IDF from product descriptions
description_esticar,TF-IDF from product descriptions
description_esticar bem,TF-IDF from product descriptions
description_estruturada,TF-IDF from product descriptions
description_estruturada disponível,TF-IDF from product descriptions
description_está,TF-IDF from product descriptions
description_está disponível,TF-IDF from product descriptions
description_está usar,TF-IDF from product descriptions
description_está utilizar,TF-IDF from product descriptions
description_fabrication,TF-IDF from product descriptions
description_fabrication 64,TF-IDF from product descriptions
description_face,TF-IDF from product descriptions
description_face dimensão,TF-IDF from product descriptions
description_fall,TF-IDF from product descriptions
description_fall winter,TF-IDF from product descriptions
description_fato,TF-IDF from product descriptions
description_fato banho,TF-IDF from product descriptions
description_fecho,TF-IDF from product descriptions
description_fecho disponível,TF-IDF from product descriptions
description_fecho nas,TF-IDF from product descriptions
description_feel,TF-IDF from product descriptions
description_feel fabrication,TF-IDF from product descriptions
description_ficar,TF-IDF from product descriptions
description_ficar dobrada,TF-IDF from product descriptions
description_finish,TF-IDF from product descriptions
description_finish regular,TF-IDF from product descriptions
description_fit,TF-IDF from product descriptions
description_fit soft,TF-IDF from product descriptions
description_fita,TF-IDF from product descriptions
description_fita cabelo,TF-IDF from product descriptions
description_fitas,TF-IDF from product descriptions
description_fitas para,TF-IDF from product descriptions
description_fixas,TF-IDF from product descriptions
description_fixas alças,TF-IDF from product descriptions
description_floral,TF-IDF from product descriptions
description_floral com,TF-IDF from product descriptions
description_fluorescentes,TF-IDF from product descriptions
description_fluorescentes podem,TF-IDF from product descriptions
description_fluídos,TF-IDF from product descriptions
description_fluídos com,TF-IDF from product descriptions
description_folho,TF-IDF from product descriptions
description_folho em,TF-IDF from product descriptions
description_folho nó,TF-IDF from product descriptions
description_foram,TF-IDF from product descriptions
description_foram desenhadas,TF-IDF from product descriptions
description_forma,TF-IDF from product descriptions
description_forma promover,TF-IDF from product descriptions
description_formato,TF-IDF from product descriptions
description_formato corte,TF-IDF from product descriptions
description_formato regular,TF-IDF from product descriptions
description_formato tanga,TF-IDF from product descriptions
description_formatos,TF-IDF from product descriptions
description_formatos regular,TF-IDF from product descriptions
description_fotografado,TF-IDF from product descriptions
description_fotografado em,TF-IDF from product descriptions
description_fotografia,TF-IDF from product descriptions
description_fotografia produto,TF-IDF from product descriptions
description_frente,TF-IDF from product descriptions
description_frente através,TF-IDF from product descriptions
description_frente disponível,TF-IDF from product descriptions
description_frente mediante,TF-IDF from product descriptions
description_frente modelo,TF-IDF from product descriptions
description_fw,TF-IDF from product descriptions
description_fw 22,TF-IDF from product descriptions
description_fw 23,TF-IDF from product descriptions
description_fácil,TF-IDF from product descriptions
description_fácil acesso,TF-IDF from product descriptions
description_gola,TF-IDF from product descriptions
description_gola redonda,TF-IDF from product descriptions
description_grrege,TF-IDF from product descriptions
description_guardadas,TF-IDF from product descriptions
description_guardadas debaixo,TF-IDF from product descriptions
description_guardadas por,TF-IDF from product descriptions
description_guiar,TF-IDF from product descriptions
description_guiar se,TF-IDF from product descriptions
description_hand,TF-IDF from product descriptions
description_hand wash,TF-IDF from product descriptions
description_hoodie,TF-IDF from product descriptions
description_hoodie com,TF-IDF from product descriptions
description_imagem,TF-IDF from product descriptions
description_imagem encontra,TF-IDF from product descriptions
description_imagem produto,TF-IDF from product descriptions
description_inglês,TF-IDF from product descriptions
description_inglês azul,TF-IDF from product descriptions
description_inglês lavanda,TF-IDF from product descriptions
description_inglês rosa,TF-IDF from product descriptions
description_inside,TF-IDF from product descriptions
description_inside separately,TF-IDF from product descriptions
description_integra,TF-IDF from product descriptions
description_integra vestido,TF-IDF from product descriptions
description_interior,TF-IDF from product descriptions
description_interior ajustáveis,TF-IDF from product descriptions
description_interiores,TF-IDF from product descriptions
description_interiores disponível,TF-IDF from product descriptions
description_jogar,TF-IDF from product descriptions
description_jogar seu,TF-IDF from product descriptions
description_jumpsuit,TF-IDF from product descriptions
description_jumpsuit longo,TF-IDF from product descriptions
description_junho,TF-IDF from product descriptions
description_junho 2024,TF-IDF from product descriptions
description_justo,TF-IDF from product descriptions
description_justo ao,TF-IDF from product descriptions
description_justo elástico,TF-IDF from product descriptions
description_justos,TF-IDF from product descriptions
description_justos autónomos,TF-IDF from product descriptions
description_kimono,TF-IDF from product descriptions
description_kimono comprido,TF-IDF from product descriptions
description_kimono preto,TF-IDF from product descriptions
description_laranja,TF-IDF from product descriptions
description_laranja com,TF-IDF from product descriptions
description_laranja fluor,TF-IDF from product descriptions
description_laranja fluorescente,TF-IDF from product descriptions
description_larga,TF-IDF from product descriptions
description_larga cruzada,TF-IDF from product descriptions
description_laterais,TF-IDF from product descriptions
description_laterais reguláveis,TF-IDF from product descriptions
description_lateral,TF-IDF from product descriptions
description_lateral disponível,TF-IDF from product descriptions
description_lateral modelo,TF-IDF from product descriptions
description_lavanda,TF-IDF from product descriptions
description_lavanda com,TF-IDF from product descriptions
description_lavanda tem,TF-IDF from product descriptions
description_lavar,TF-IDF from product descriptions
description_lavar mão,TF-IDF from product descriptions
description_laço,TF-IDF from product descriptions
description_laço disponível,TF-IDF from product descriptions
description_laço frente,TF-IDF from product descriptions
description_laço nas,TF-IDF from product descriptions
description_laço parte,TF-IDF from product descriptions
description_laços,TF-IDF from product descriptions
description_laços disponível,TF-IDF from product descriptions
description_leggings,TF-IDF from product descriptions
description_leggings desporto,TF-IDF from product descriptions
description_lenço,TF-IDF from product descriptions
description_lenço acetinado,TF-IDF from product descriptions
description_leopardo,TF-IDF from product descriptions
description_leopardo com,TF-IDF from product descriptions
description_leve,TF-IDF from product descriptions
description_leve elástico,TF-IDF from product descriptions
description_liberdade,TF-IDF from product descriptions
description_liberdade movimentos,TF-IDF from product descriptions
description_lilás,TF-IDF from product descriptions
description_lilás azul,TF-IDF from product descriptions
description_lilás com,TF-IDF from product descriptions
description_lilás texturado,TF-IDF from product descriptions
description_lingerie,TF-IDF from product descriptions
description_lingerie sleepwear,TF-IDF from product descriptions
description_liso,TF-IDF from product descriptions
description_liso com,TF-IDF from product descriptions
description_listado,TF-IDF from product descriptions
description_listado tem,TF-IDF from product descriptions
description_listado texturado,TF-IDF from product descriptions
description_logo,TF-IDF from product descriptions
description_logo seguida,TF-IDF from product descriptions
description_longo,TF-IDF from product descriptions
description_longo cintado,TF-IDF from product descriptions
description_longo estampado,TF-IDF from product descriptions
description_longo fluído,TF-IDF from product descriptions
description_loop,TF-IDF from product descriptions
description_loop aperta,TF-IDF from product descriptions
description_luxuriously,TF-IDF from product descriptions
description_luxuriously soft,TF-IDF from product descriptions
description_mais,TF-IDF from product descriptions
description_mais cavada,TF-IDF from product descriptions
description_mais escuro,TF-IDF from product descriptions
description_malha,TF-IDF from product descriptions
description_malha com,TF-IDF from product descriptions
description_malha estruturada,TF-IDF from product descriptions
description_mangas,TF-IDF from product descriptions
description_mangas cintura,TF-IDF from product descriptions
description_manter,TF-IDF from product descriptions
description_manter os,TF-IDF from product descriptions
description_marcar,TF-IDF from product descriptions
description_marcar cintura,TF-IDF from product descriptions
description_marinho,TF-IDF from product descriptions
description_marinho com,TF-IDF from product descriptions
description_março,TF-IDF from product descriptions
description_março 2024,TF-IDF from product descriptions
description_match,TF-IDF from product descriptions
description_match calças,TF-IDF from product descriptions
description_match calções,TF-IDF from product descriptions
description_match colete,TF-IDF from product descriptions
description_match crop,TF-IDF from product descriptions
description_match saia,TF-IDF from product descriptions
description_matched,TF-IDF from product descriptions
description_matched products,TF-IDF from product descriptions
description_matérias,TF-IDF from product descriptions
description_matérias primas,TF-IDF from product descriptions
description_mediante,TF-IDF from product descriptions
description_mediante preferência,TF-IDF from product descriptions
description_melhor,TF-IDF from product descriptions
description_melhor ao,TF-IDF from product descriptions
description_mesmo,TF-IDF from product descriptions
description_mesmo tempo,TF-IDF from product descriptions
description_missus,TF-IDF from product descriptions
description_missus em,TF-IDF from product descriptions
description_mix,TF-IDF from product descriptions
description_mix match,TF-IDF from product descriptions
description_mixed,TF-IDF from product descriptions
description_mixed matched,TF-IDF from product descriptions
description_modelo,TF-IDF from product descriptions
description_modelo está,TF-IDF from product descriptions
description_movimentos,TF-IDF from product descriptions
description_movimentos aos,TF-IDF from product descriptions
description_máquina,TF-IDF from product descriptions
description_máquina nomeadamente,TF-IDF from product descriptions
description_máscara,TF-IDF from product descriptions
description_máscara seda,TF-IDF from product descriptions
description_mão,TF-IDF from product descriptions
description_mão esticar,TF-IDF from product descriptions
description_médiaentrepernas,TF-IDF from product descriptions
description_médiaentrepernas em,TF-IDF from product descriptions
description_na,TF-IDF from product descriptions
description_na cintura,TF-IDF from product descriptions
description_na cor,TF-IDF from product descriptions
description_na frente,TF-IDF from product descriptions
description_na lateral,TF-IDF from product descriptions
description_na máquina,TF-IDF from product descriptions
description_nas,TF-IDF from product descriptions
description_nas costas,TF-IDF from product descriptions
description_nomeadamente,TF-IDF from product descriptions
description_nomeadamente se,TF-IDF from product descriptions
description_nos,TF-IDF from product descriptions
description_nos ombros,TF-IDF from product descriptions
description_nos tamanhos,TF-IDF from product descriptions
description_nota,TF-IDF from product descriptions
description_nota cor,TF-IDF from product descriptions
description_nota lavar,TF-IDF from product descriptions
description_níveis,TF-IDF from product descriptions
description_níveis conforto,TF-IDF from product descriptions
description_nó,TF-IDF from product descriptions
description_nó na,TF-IDF from product descriptions
description_ombros,TF-IDF from product descriptions
description_ombros cintura,TF-IDF from product descriptions
description_ombros uma,TF-IDF from product descriptions
description_orgânico,TF-IDF from product descriptions
description_orgânico com,TF-IDF from product descriptions
description_original,TF-IDF from product descriptions
description_original guiar,TF-IDF from product descriptions
description_os,TF-IDF from product descriptions
description_os níveis,TF-IDF from product descriptions
description_ou,TF-IDF from product descriptions
description_ou frente,TF-IDF from product descriptions
description_ou na,TF-IDF from product descriptions
description_ou pescoço,TF-IDF from product descriptions
description_padel,TF-IDF from product descriptions
description_padel collection,TF-IDF from product descriptions
description_padrão,TF-IDF from product descriptions
description_padrão folhagens,TF-IDF from product descriptions
description_padrão leopardo,TF-IDF from product descriptions
description_padrão rosa,TF-IDF from product descriptions
description_pajama,TF-IDF from product descriptions
description_pajama mixed,TF-IDF from product descriptions
description_pajama shirt,TF-IDF from product descriptions
description_par,TF-IDF from product descriptions
description_par calções,TF-IDF from product descriptions
description_para,TF-IDF from product descriptions
description_para ajudar,TF-IDF from product descriptions
description_para apertar,TF-IDF from product descriptions
description_para dar,TF-IDF from product descriptions
description_para jogar,TF-IDF from product descriptions
description_para marcar,TF-IDF from product descriptions
description_para prender,TF-IDF from product descriptions
description_parte,TF-IDF from product descriptions
description_parte baixo,TF-IDF from product descriptions
description_paréo,TF-IDF from product descriptions
description_paréo curto,TF-IDF from product descriptions
description_paréo longo,TF-IDF from product descriptions
description_passadas,TF-IDF from product descriptions
description_passadas forma,TF-IDF from product descriptions
description_pela,TF-IDF from product descriptions
description_pela fotografia,TF-IDF from product descriptions
description_perfuradas,TF-IDF from product descriptions
description_perfuradas com,TF-IDF from product descriptions
description_perfurado,TF-IDF from product descriptions
description_perfurado com,TF-IDF from product descriptions
description_pescoço,TF-IDF from product descriptions
description_pescoço disponível,TF-IDF from product descriptions
description_phili,TF-IDF from product descriptions
description_phili collection,TF-IDF from product descriptions
description_pijama,TF-IDF from product descriptions
description_pijama verde,TF-IDF from product descriptions
description_podem,TF-IDF from product descriptions
description_podem debotar,TF-IDF from product descriptions
description_polyester,TF-IDF from product descriptions
description_polyester elastane,TF-IDF from product descriptions
description_por,TF-IDF from product descriptions
description_por debaixo,TF-IDF from product descriptions
description_por laço,TF-IDF from product descriptions
description_por laços,TF-IDF from product descriptions
description_portugal,TF-IDF from product descriptions
description_possibilidade,TF-IDF from product descriptions
description_possibilidade apertar,TF-IDF from product descriptions
description_preferência,TF-IDF from product descriptions
description_preferência face,TF-IDF from product descriptions
description_prender,TF-IDF from product descriptions
description_prender cabelo,TF-IDF from product descriptions
description_preto,TF-IDF from product descriptions
description_preto liso,TF-IDF from product descriptions
description_preto texturado,TF-IDF from product descriptions
description_primas,TF-IDF from product descriptions
description_primas coleções,TF-IDF from product descriptions
description_products,TF-IDF from product descriptions
description_products sleepwear,TF-IDF from product descriptions
description_produto,TF-IDF from product descriptions
description_produto fotografado,TF-IDF from product descriptions
description_produto original,TF-IDF from product descriptions
description_promover,TF-IDF from product descriptions
description_promover sustentabilidade,TF-IDF from product descriptions
description_promoção,TF-IDF from product descriptions
description_promoção 31,TF-IDF from product descriptions
description_proporciona,TF-IDF from product descriptions
description_proporciona fácil,TF-IDF from product descriptions
description_proporcionando,TF-IDF from product descriptions
description_proporcionando assim,TF-IDF from product descriptions
description_pérola,TF-IDF from product descriptions
description_pérola com,TF-IDF from product descriptions
description_quaisquer,TF-IDF from product descriptions
description_quaisquer bolas,TF-IDF from product descriptions
description_que,TF-IDF from product descriptions
description_que foram,TF-IDF from product descriptions
description_que integra,TF-IDF from product descriptions
description_que proporciona,TF-IDF from product descriptions
description_racha,TF-IDF from product descriptions
description_racha lateral,TF-IDF from product descriptions
description_redonda,TF-IDF from product descriptions
description_redonda com,TF-IDF from product descriptions
description_redondo,TF-IDF from product descriptions
description_redondo com,TF-IDF from product descriptions
description_regular,TF-IDF from product descriptions
description_regular ajustável,TF-IDF from product descriptions
description_regular com,TF-IDF from product descriptions
description_regular disponível,TF-IDF from product descriptions
description_regular fit,TF-IDF from product descriptions
description_regular tanga,TF-IDF from product descriptions
description_reguláveis,TF-IDF from product descriptions
description_reguláveis aperta,TF-IDF from product descriptions
description_reguláveis com,TF-IDF from product descriptions
description_reguláveis cruzar,TF-IDF from product descriptions
description_reguláveis disponível,TF-IDF from product descriptions
description_reguláveis fecho,TF-IDF from product descriptions
description_reguláveis loop,TF-IDF from product descriptions
description_renda,TF-IDF from product descriptions
description_renda na,TF-IDF from product descriptions
description_renda rosa,TF-IDF from product descriptions
description_rendada,TF-IDF from product descriptions
description_rendada em,TF-IDF from product descriptions
description_rendada modelo,TF-IDF from product descriptions
description_rendado,TF-IDF from product descriptions
description_rendado sem,TF-IDF from product descriptions
description_rj,TF-IDF from product descriptions
description_rj collection,TF-IDF from product descriptions
description_robe,TF-IDF from product descriptions
description_robe mixed,TF-IDF from product descriptions
description_rodada,TF-IDF from product descriptions
description_rodada que,TF-IDF from product descriptions
description_rolinho,TF-IDF from product descriptions
description_rolinho com,TF-IDF from product descriptions
description_rosa,TF-IDF from product descriptions
description_rosa claro,TF-IDF from product descriptions
description_rosa com,TF-IDF from product descriptions
description_rosa texturado,TF-IDF from product descriptions
description_saia,TF-IDF from product descriptions
description_saia calção,TF-IDF from product descriptions
description_saia com,TF-IDF from product descriptions
description_saia rodada,TF-IDF from product descriptions
description_satin,TF-IDF from product descriptions
description_satin pajama,TF-IDF from product descriptions
description_satin robe,TF-IDF from product descriptions
description_se,TF-IDF from product descriptions
description_se pela,TF-IDF from product descriptions
description_se tote,TF-IDF from product descriptions
description_seco,TF-IDF from product descriptions
description_seco com,TF-IDF from product descriptions
description_seco em,TF-IDF from product descriptions
description_seda,TF-IDF from product descriptions
description_seda almofadada,TF-IDF from product descriptions
description_seguida,TF-IDF from product descriptions
description_seguida cores,TF-IDF from product descriptions
description_sem,TF-IDF from product descriptions
description_sem copa,TF-IDF from product descriptions
description_separately,TF-IDF from product descriptions
description_separately portugal,TF-IDF from product descriptions
description_seu,TF-IDF from product descriptions
description_seu melhor,TF-IDF from product descriptions
description_shirt,TF-IDF from product descriptions
description_shirt christmas,TF-IDF from product descriptions
description_shorts,TF-IDF from product descriptions
description_shorts mixed,TF-IDF from product descriptions
description_si,TF-IDF from product descriptions
description_sleepwear,TF-IDF from product descriptions
description_sleepwear collection,TF-IDF from product descriptions
description_sleepwear fall,TF-IDF from product descriptions
description_sleepwear fw,TF-IDF from product descriptions
description_sleepwear modelo,TF-IDF from product descriptions
description_sleepwear winter,TF-IDF from product descriptions
description_soft,TF-IDF from product descriptions
description_soft feel,TF-IDF from product descriptions
description_soft finish,TF-IDF from product descriptions
description_soft touch,TF-IDF from product descriptions
description_soutien,TF-IDF from product descriptions
description_soutien cetim,TF-IDF from product descriptions
description_soutien rendado,TF-IDF from product descriptions
description_spring,TF-IDF from product descriptions
description_spring summer,TF-IDF from product descriptions
description_ss,TF-IDF from product descriptions
description_ss 23,TF-IDF from product descriptions
description_ss 24,TF-IDF from product descriptions
description_subida,TF-IDF from product descriptions
description_subida em,TF-IDF from product descriptions
description_summer,TF-IDF from product descriptions
description_summer 2022,TF-IDF from product descriptions
description_summer 2023,TF-IDF from product descriptions
description_summer 2024,TF-IDF from product descriptions
description_sustentabilidade,TF-IDF from product descriptions
description_sustentabilidade com,TF-IDF from product descriptions
description_sweatshirt,TF-IDF from product descriptions
description_sweatshirt em,TF-IDF from product descriptions
description_sweatshirt gola,TF-IDF from product descriptions
description_tamanho,TF-IDF from product descriptions
description_tamanho biquíni,TF-IDF from product descriptions
description_tamanho equivalente,TF-IDF from product descriptions
description_tamanho luxuriously,TF-IDF from product descriptions
description_tamanho modelo,TF-IDF from product descriptions
description_tamanho nota,TF-IDF from product descriptions
description_tamanho soft,TF-IDF from product descriptions
description_tamanho veste,TF-IDF from product descriptions
description_tamanho xs,TF-IDF from product descriptions
description_tamanho único,TF-IDF from product descriptions
description_tamanhos,TF-IDF from product descriptions
description_tamanhos modelo,TF-IDF from product descriptions
description_tamanhos xl,TF-IDF from product descriptions
description_tamanhos xs,TF-IDF from product descriptions
description_tanga,TF-IDF from product descriptions
description_tanga cetim,TF-IDF from product descriptions
description_tanga cintura,TF-IDF from product descriptions
description_tanga disponível,TF-IDF from product descriptions
description_tanga em,TF-IDF from product descriptions
description_tecido,TF-IDF from product descriptions
description_tecido justo,TF-IDF from product descriptions
description_tecido leve,TF-IDF from product descriptions
description_tem,TF-IDF from product descriptions
description_tem alças,TF-IDF from product descriptions
