product_title,product_id,vendor,description,handle,product_type,is_gift_card,available_for_sale,tags,collections,variants,metafields,metafields_config,createdAt
Camisola 100% Algodão com Decote em V,gid://shopify/Product/7117559988411,MR BLUE,Camisola Homem Regular Fit Vermelha decote em V 100% Algodão.,pulovers-algodao-vermelho-b3304311132,Pullovers,False,True,"['100% Algodão', '33', 'B3304311132', 'Categoria_Pullovers', 'Colarinho_Decote em V', 'Colors:Pulovers-Algodao-AZUL-B3304311122', 'Colors:Pulovers-Algodao-VERMELHO-B3304311132', 'Composição_Algodão', 'Cor_VERMELHO', 'Cuidados:e', 'Cuidados:h', 'Cuidados:k', 'Cuidados:u', 'Estrutura_Fino', 'Fitting_Corte_Regular Fit', 'Logo e bolso_Sem Logo e Sem Bolso', 'Manga_Manga Comprida', 'Modelo_Decote em V', 'OUTLET', 'Padrão_liso', 'Pullovers', 'Pullovers Fino Decote em V', 'SS21', 'Tamanho_02-S', 'Tamanho_04-L']","[{'id': 'gid://shopify/Collection/272799367355', 'handle': 'pullovers-outlet', 'title': 'Camisolas e Cardigans Outlet'}, {'id': 'gid://shopify/Collection/604775252297', 'handle': 'todos-os-produtos', 'title': 'Todos os Produtos'}, {'id': 'gid://shopify/Collection/622135050569', 'handle': 'colecao-outlet', 'title': 'Coleção Outlet'}, {'id': 'gid://shopify/Collection/634535510345', 'handle': 'pullovers-outlet-ss', 'title': 'Pullovers Outlet'}, {'id': 'gid://shopify/Collection/634536329545', 'handle': 'outlet', 'title': 'Outlet'}]","[{'id': 'gid://shopify/ProductVariant/41679203074235', 'title': 'S', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '39.99'}, 'compareAtPrice': {'amount': '39.99'}, 'weight': 0.0, 'quantityAvailable': 2, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/41679203107003', 'title': 'M', 'currentlyNotInStock': False, 'availableForSale': False, 'price': {'amount': '39.99'}, 'compareAtPrice': {'amount': '39.99'}, 'weight': 0.0, 'quantityAvailable': 0, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/41679203139771', 'title': 'L', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '39.99'}, 'compareAtPrice': {'amount': '39.99'}, 'weight': 0.0, 'quantityAvailable': 5, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/41679203172539', 'title': 'XL', 'currentlyNotInStock': False, 'availableForSale': False, 'price': {'amount': '39.99'}, 'compareAtPrice': {'amount': '39.99'}, 'weight': 0.0, 'quantityAvailable': 0, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/41679203205307', 'title': 'XXL', 'currentlyNotInStock': False, 'availableForSale': False, 'price': {'amount': '39.99'}, 'compareAtPrice': {'amount': '39.99'}, 'weight': 0.0, 'quantityAvailable': 0, 'taxable': True, 'selectedOptions': [{'name': 'Size'}], 'unitPrice': None}]","[{'id': 'gid://shopify/Metafield/57779831570761', 'value': 'Pullovers', 'key': 'categoria', 'namespace': 'custom', 'type': 'single_line_text_field', 'references': None}, {'id': 'gid://shopify/Metafield/150612837761353', 'value': 'Algodão', 'key': 'composicao', 'namespace': 'custom', 'type': 'single_line_text_field', 'references': None}, {'id': 'gid://shopify/Metafield/58399046173001', 'value': '[""02-S"",""04-L""]', 'key': 'tamanhos', 'namespace': 'custom', 'type': 'list.single_line_text_field', 'references': None}, {'id': 'gid://shopify/Metafield/57779831767369', 'value': '[""e"",""h"",""k"",""u""]', 'key': 'cuidados', 'namespace': 'custom', 'type': 'list.single_line_text_field', 'references': None}]","[{'key': 'tag_white', 'namespace': 'global', 'type': 'multi_line_text_field'}, {'key': 'tag_blue', 'namespace': 'global', 'type': 'multi_line_text_field'}, {'key': 'tag_black', 'namespace': 'global', 'type': 'multi_line_text_field'}, {'key': 'tag_red', 'namespace': 'global', 'type': 'multi_line_text_field'}, {'key': 'mostrar_descripcion', 'namespace': 'custom', 'type': 'boolean'}, {'key': 'modelo', 'namespace': 'description', 'type': 'single_line_text_field'}, {'key': 'queries', 'namespace': 'shopify--discovery--product_search_boost', 'type': 'list.single_line_text_field'}, {'key': 'related_products', 'namespace': 'shopify--discovery--product_recommendation', 'type': 'list.product_reference'}, {'key': 'related_products_display', 'namespace': 'shopify--discovery--product_recommendation', 'type': 'single_line_text_field'}, {'key': 'complementary_products', 'namespace': 'shopify--discovery--product_recommendation', 'type': 'list.product_reference'}, {'key': 'look_completo', 'namespace': 'my_fields', 'type': 'list.product_reference'}, {'key': 'alternative_colors', 'namespace': 'my_fields', 'type': 'list.product_reference'}, {'key': 'custom_product', 'namespace': 'mm-google-shopping', 'type': 'boolean'}, {'key': 'categoria', 'namespace': 'custom', 'type': 'single_line_text_field'}, {'key': 'composicao', 'namespace': 'custom', 'type': 'single_line_text_field'}, {'key': 'tamanhos', 'namespace': 'custom', 'type': 'list.single_line_text_field'}, {'key': 'cuidados', 'namespace': 'custom', 'type': 'list.single_line_text_field'}, {'key': 'cor', 'namespace': 'custom', 'type': 'single_line_text_field'}, {'key': 'fitting', 'namespace': 'custom', 'type': 'single_line_text_field'}, {'key': 'estrutura', 'namespace': 'custom', 'type': 'single_line_text_field'}, {'key': 'manga', 'namespace': 'custom', 'type': 'single_line_text_field'}, {'key': 'padrao', 'namespace': 'custom', 'type': 'single_line_text_field'}, {'key': 'foto_cor', 'namespace': 'my_fields', 'type': 'file_reference'}, {'key': 'subcategoria', 'namespace': 'custom', 'type': 'single_line_text_field'}, {'key': 'colarinho', 'namespace': 'custom', 'type': 'single_line_text_field'}, {'key': 'grossura', 'namespace': 'custom', 'type': 'single_line_text_field'}, {'key': 'logo', 'namespace': 'custom', 'type': 'single_line_text_field'}, {'key': 'bolso', 'namespace': 'custom', 'type': 'single_line_text_field'}, {'key': 'estado', 'namespace': 'custom', 'type': 'single_line_text_field'}, {'key': 'marca', 'namespace': 'custom', 'type': 'single_line_text_field'}]",2021-09-15T16:09:44Z
