product_title,product_id,vendor,description,handle,collections,variants,reviews_rating,reviews_rating_count,shopify--discovery--product_recommendation_related_products_display_ahead,shopify--discovery--product_recommendation_related_products_display_only_manual,shopify_fabric_angora_bamboo,shopify_age-group_adults,shopify_target-gender_unisex,shopify_accessory-size_one_size,shopify_headwear-features_adjustable_fit,shopify_size_one_size,shopify_size_s_m_m_l,shopify_size_xs_s_s_m_m_l,shopify_size_xs_s_m_l_xl,shopify_size_xs_s_m_l,shopify_neckline_round,product_type_,product_type_bone,product_type_robe,product_type_scrunchie,product_type_slipsilk,product_type_trousers,tag_satin_shirt,tag_satin_trousers,tag_sweatshirt_conj
ATHENA LACE BACK BRAZILIAN,gid://shopify/Product/7830854664419,missusstore,Data de Promoção: de 24 de Fevereiro a 31 de Março de 2025. Colecção Lingerie & Sleepwear Fall/Winter 2020 Cueca rendada com cetim na frente. A modelo está a utilizar o tamanho S.,athena-lace-back-brazilian,"[{'id': 'gid://shopify/Collection/409342902499', 'handle': 'lingerie-amp-sleepwear', 'title': 'LINGERIE'}, {'id': 'gid://shopify/Collection/597273051477', 'handle': 'globofilter-best-selling-products-index', 'title': 'Smart Products Filter Index - Do not delete'}, {'id': 'gid://shopify/Collection/618883875157', 'handle': 'all', 'title': 'All'}]","[{'id': 'gid://shopify/ProductVariant/43249953013987', 'title': 'ROSA / S', 'currentlyNotInStock': False, 'availableForSale': False, 'price': {'amount': '8.0'}, 'compareAtPrice': {'amount': '22.9'}, 'weight': 0.0, 'quantityAvailable': 0, 'taxable': True, 'selectedOptions': [{'name': 'Padrão'}, {'name': 'Tamanho'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/43249952981219', 'title': 'ROSA / M', 'currentlyNotInStock': False, 'availableForSale': False, 'price': {'amount': '8.0'}, 'compareAtPrice': {'amount': '22.9'}, 'weight': 0.0, 'quantityAvailable': 0, 'taxable': True, 'selectedOptions': [{'name': 'Padrão'}, {'name': 'Tamanho'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/43249952948451', 'title': 'ROSA / L', 'currentlyNotInStock': False, 'availableForSale': False, 'price': {'amount': '8.0'}, 'compareAtPrice': {'amount': '22.9'}, 'weight': 0.0, 'quantityAvailable': 0, 'taxable': True, 'selectedOptions': [{'name': 'Padrão'}, {'name': 'Tamanho'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/43249953112291', 'title': 'CINZA / S', 'currentlyNotInStock': False, 'availableForSale': False, 'price': {'amount': '8.0'}, 'compareAtPrice': {'amount': '22.9'}, 'weight': 0.0, 'quantityAvailable': 0, 'taxable': True, 'selectedOptions': [{'name': 'Padrão'}, {'name': 'Tamanho'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/43249953079523', 'title': 'CINZA / M', 'currentlyNotInStock': False, 'availableForSale': False, 'price': {'amount': '8.0'}, 'compareAtPrice': {'amount': '22.9'}, 'weight': 0.0, 'quantityAvailable': 0, 'taxable': True, 'selectedOptions': [{'name': 'Padrão'}, {'name': 'Tamanho'}], 'unitPrice': None}, {'id': 'gid://shopify/ProductVariant/43249953046755', 'title': 'CINZA / L', 'currentlyNotInStock': False, 'availableForSale': True, 'price': {'amount': '8.0'}, 'compareAtPrice': {'amount': '22.9'}, 'weight': 0.0, 'quantityAvailable': 2, 'taxable': True, 'selectedOptions': [{'name': 'Padrão'}, {'name': 'Tamanho'}], 'unitPrice': None}]",0.0,0.0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0
