product_id,n_interactions,n_unique_persons,first_interaction_date,last_interaction_date,n_checkout_item,n_ordered_item,n_product_shared,n_product_viewed,n_product_wishlisted,n_variant_meta_added,avg_price_viewed,avg_price_checkout,total_quantity_ordered,total_value_ordered,avg_price_ordered_weighted,days_since_last_interaction,days_since_first_interaction
8987140424021,4,2,2025-03-13 22:48:10.393758+00:00,2025-03-24 15:01:05.125165+00:00,0,0,0,1,3,0,32.41333168776673,0.0,0.0,0.0,0.0,14,24
8987144290645,11,2,2025-03-14 18:02:29+00:00,2025-04-02 16:33:51+00:00,1,6,0,1,3,0,25.917674034907666,25.98660072684327,6.0,155.70891129105158,25.951485215175264,4,23
8987146158421,12,3,2025-02-08 14:27:38.016991+00:00,2025-04-02 16:33:51+00:00,1,6,0,3,2,0,38.79361012599125,32.49953323983657,6.0,194.7337010883076,32.45561684805127,4,58
8987148550485,8,3,2025-02-06 00:18:19.646902+00:00,2025-03-24 15:01:27.111041+00:00,0,0,0,4,4,0,29.608589671955457,0.0,0.0,0.0,0.0,14,60
8987150811477,6,2,2025-02-06 00:18:16.900051+00:00,2025-03-24 15:01:23.134767+00:00,0,0,0,3,3,0,38.90533221133214,0.0,0.0,0.0,0.0,14,60
8987153465685,32,3,2025-03-03 09:21:20+00:00,2025-04-02 16:33:51+00:00,18,12,0,0,2,0,0.0,24.985753478030187,12.0,305.27019195376926,25.439182662814105,4,35
8987156906325,1,1,2025-03-24 14:57:52.042712+00:00,2025-03-24 14:57:52.042712+00:00,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,14,14
8987161002325,1,1,2025-03-24 14:57:51.108592+00:00,2025-03-24 14:57:51.108592+00:00,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,14,14
8987163066709,1,1,2025-03-24 14:57:38.707636+00:00,2025-03-24 14:57:38.707636+00:00,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,14,14
8987164705109,2,2,2025-03-08 18:50:35.599950+00:00,2025-03-24 14:57:37.988790+00:00,0,0,0,1,1,0,29.189614391541728,0.0,0.0,0.0,0.0,14,29
8987167359317,3,2,2025-03-16 21:26:46.635660+00:00,2025-03-24 14:57:39.707688+00:00,0,0,0,1,1,1,26.134087299204737,0.0,0.0,0.0,0.0,14,21
