source_product_id,target_product_id,relationship_type
9641397485916,9641397485916,model_variants
9641397485916,9641397584220,model_variants
9641397485916,9641404891484,model_variants
9641397485916,9641404793180,model_variants
9641397485916,9641414754652,model_variants
9641397485916,9641399419228,model_variants
9641397485916,9641399386460,model_variants
9641397485916,9641397551452,model_variants
9641397485916,9641397518684,model_variants
9641397485916,9641402532188,model_variants
9641397518684,9641402532188,model_variants
9641397518684,9641397518684,model_variants
9641397518684,9641399386460,model_variants
9641397518684,9641399419228,model_variants
9641397518684,9641414754652,model_variants
9641397518684,9641404891484,model_variants
9641397518684,9641397584220,model_variants
9641397518684,9641397551452,model_variants
9641397518684,9641397485916,model_variants
9641397518684,9641404793180,model_variants
9641397551452,9641402532188,model_variants
9641397551452,9641397518684,model_variants
9641397551452,9641399386460,model_variants
9641397551452,9641399419228,model_variants
9641397551452,9641414754652,model_variants
9641397551452,9641404891484,model_variants
9641397551452,9641397584220,model_variants
9641397551452,9641397551452,model_variants
9641397551452,9641397485916,model_variants
9641397551452,9641404793180,model_variants
9641397584220,9641397584220,model_variants
9641397584220,9641397485916,model_variants
9641397584220,9641404891484,model_variants
9641397584220,9641404793180,model_variants
9641397584220,9641414754652,model_variants
9641397584220,9641399419228,model_variants
9641397584220,9641399386460,model_variants
9641397584220,9641402532188,model_variants
9641397584220,9641397518684,model_variants
9641397584220,9641397551452,model_variants
9641399386460,9641399386460,model_variants
9641399386460,9641399419228,model_variants
9641399386460,9641414754652,model_variants
9641399386460,9641404793180,model_variants
9641399386460,9641404891484,model_variants
9641399386460,9641397584220,model_variants
9641399386460,9641397485916,model_variants
9641399386460,9641402532188,model_variants
9641399386460,9641397518684,model_variants
9641399386460,9641397551452,model_variants
9641399419228,9641399419228,model_variants
9641399419228,9641399386460,model_variants
9641399419228,9641414754652,model_variants
9641399419228,9641404793180,model_variants
9641399419228,9641404891484,model_variants
9641399419228,9641397584220,model_variants
9641399419228,9641397485916,model_variants
9641399419228,9641402532188,model_variants
9641399419228,9641397518684,model_variants
9641399419228,9641397551452,model_variants
9641399451996,9641399451996,model_variants
9641399451996,9641400926556,model_variants
9641399451996,9641400893788,model_variants
9641399451996,9641401254236,model_variants
9641399451996,9641404957020,model_variants
9641399451996,9641400828252,model_variants
9641399451996,9641404498268,model_variants
9641399451996,9641402466652,model_variants
9641399451996,9641414525276,model_variants
9641399451996,9641399845212,model_variants
9641399845212,9641399845212,model_variants
9641399845212,9641400828252,model_variants
9641399845212,9641404498268,model_variants
9641399845212,9641404957020,model_variants
9641399845212,9641414525276,model_variants
9641399845212,9641401254236,model_variants
9641399845212,9641400893788,model_variants
9641399845212,9641399451996,model_variants
9641399845212,9641400926556,model_variants
9641399845212,9641402466652,model_variants
9641400828252,9641400828252,model_variants
9641400828252,9641399451996,model_variants
9641400828252,9641400926556,model_variants
9641400828252,9641400893788,model_variants
9641400828252,9641401254236,model_variants
9641400828252,9641414525276,model_variants
9641400828252,9641402466652,model_variants
9641400828252,9641404957020,model_variants
9641400828252,9641404498268,model_variants
9641400828252,9641399845212,model_variants
