checkout_id,tenant_id,timestamp,product_id,variant_meta_id,product_name,sku,variant_meta_properties,price,quantity,vendor
46765179044181,missusstore,2025-03-11 11:42:17+00:00,9789955735893,50282689986901,BIQUÍNI LANIKAI S2 Cueca - XS / Tanga,SS25BK15S2XS-CT,,41.0,1,Missus
46773908078933,missusstore,2025-03-12 22:53:27+00:00,9586057576789,49578870997333,BIQUÍNI BENISSA S3 Top - S,SS24BK3S3S-T,,13.0,1,Missus
46773908078933,missusstore,2025-03-12 22:53:27+00:00,9586058494293,49578874241365,BIQUÍNI BENISSA S3 Regular - S,SS24BK3S3S-C,,13.0,1,Missus
46773908078933,missusstore,2025-03-12 22:53:27+00:00,9503591104853,49307679326549,BIQUÍNI NITERÓI S2 Top - S,SS24BK10S2S-T,,13.0,1,Missus
46773908078933,missusstore,2025-03-12 22:53:27+00:00,9503592612181,49307682308437,BIQUÍNI NITERÓI S2 Regular - S,SS24BK10S2S-C,,13.0,1,Missus
46781492658517,missusstore,2025-03-14 08:59:19+00:00,9787369881941,50273475658069,BIQUÍNI KAILUA S2 Top - S,SS25BK2S2S-T,,39.0,1,Missus
46781492658517,missusstore,2025-03-14 08:59:19+00:00,9787370373461,50273477722453,BIQUÍNI KAILUA S2 Cueca - XS / Tanga,SS25BK2S2XS-CT,,39.0,1,Missus
46787430711637,missusstore,2025-03-15 12:32:05+00:00,9789954949461,50282688414037,BIQUÍNI LANIKAI S2 Top - S,SS25BK15S2S-T,,41.0,1,Missus
46787430711637,missusstore,2025-03-15 12:32:05+00:00,9789955735893,50282690052437,BIQUÍNI LANIKAI S2 Cueca - S / Tanga,SS25BK15S2S-CT,,41.0,1,Missus
46787830874453,missusstore,2025-03-15 13:52:32+00:00,9790002233685,50282786226517,BIQUÍNI HAWI S1 Top - M,SS25BK19S1M-T,,32.0,1,Missus
46787830874453,missusstore,2025-03-15 13:52:32+00:00,9790003118421,50282788028757,BIQUÍNI HAWI S1 Cueca - S / Tanga,SS25BK19S1S-CT,,32.0,1,Missus
46785497137493,missusstore,2025-03-15 01:26:29+00:00,9508296982869,49334420242773,BONÉ MISSUS S5,SS25BONEMISSUSS5,,27.0,1,Missus
46785497137493,missusstore,2025-03-15 01:26:29+00:00,9508296556885,49334416867669,BONÉ MISSUS S4,SS25BONEMISSUSS4,,27.0,1,Missus
46785497137493,missusstore,2025-03-15 01:26:29+00:00,9790024712533,50282877223253,TRIQUÍNI MOLOKAI S1 - XS,SS25TQ20S1XS,,86.0,1,Missus
46785497137493,missusstore,2025-03-15 01:26:29+00:00,9789954949461,50282688381269,BIQUÍNI LANIKAI S2 Top - XS,SS25BK15S2XS-T,,41.0,1,Missus
