source_product_id,recommended_product_id,rank,similarity,source,product_title
gid://shopify/Product/9641401254236,gid://shopify/Product/9641404957020,9,0.47646999165028725,similarity,
gid://shopify/Product/9641401254236,9641402466652,10,0.2,popularity,Sanjo K100 // All Black - 42
gid://shopify/Product/9641402466652,gid://shopify/Product/9641399451996,1,0.4579782733159365,similarity,
gid://shopify/Product/9641402466652,gid://shopify/Product/9641400893788,2,0.45496459223686964,similarity,
gid://shopify/Product/9641402466652,gid://shopify/Product/9641400926556,3,0.45480462050937615,similarity,
gid://shopify/Product/9641402466652,gid://shopify/Product/9641399845212,4,0.45262473214021814,similarity,
gid://shopify/Product/9641402466652,gid://shopify/Product/9641403482460,5,0.44896763043717214,similarity,
gid://shopify/Product/9641402466652,gid://shopify/Product/9641403515228,6,0.4410642319178466,similarity,
gid://shopify/Product/9641402466652,gid://shopify/Product/9641402663260,7,0.4397219723550314,similarity,
gid://shopify/Product/9641402466652,gid://shopify/Product/9641401254236,8,0.4353477856154901,similarity,
gid://shopify/Product/9641402466652,gid://shopify/Product/9641400828252,9,0.4275702399552789,similarity,
gid://shopify/Product/9641402466652,9641402466652,10,0.2,popularity,Sanjo K100 // All Black - 42
gid://shopify/Product/9641402532188,gid://shopify/Product/9641397518684,1,0.7924881165889317,similarity,
gid://shopify/Product/9641402532188,gid://shopify/Product/9641399386460,2,0.7340955223899105,similarity,
gid://shopify/Product/9641402532188,gid://shopify/Product/9641397485916,3,0.6962375274264401,similarity,
gid://shopify/Product/9641402532188,gid://shopify/Product/9641403318620,4,0.6712925665745061,similarity,
gid://shopify/Product/9641402532188,gid://shopify/Product/9641397551452,5,0.6712134810751077,similarity,
gid://shopify/Product/9641402532188,gid://shopify/Product/9641403384156,6,0.6114861637702724,similarity,
gid://shopify/Product/9641402532188,gid://shopify/Product/9641402630492,7,0.606388231512479,similarity,
gid://shopify/Product/9641402532188,gid://shopify/Product/9641397584220,8,0.5772406543787856,similarity,
gid://shopify/Product/9641402532188,gid://shopify/Product/9641404793180,9,0.5496017061112877,similarity,
gid://shopify/Product/9641402532188,9641402466652,10,0.2,popularity,Sanjo K100 // All Black - 42
gid://shopify/Product/9641402630492,gid://shopify/Product/9641397551452,1,0.7013332441978524,similarity,
gid://shopify/Product/9641402630492,gid://shopify/Product/9641403318620,2,0.7012685641650436,similarity,
gid://shopify/Product/9641402630492,gid://shopify/Product/9641403384156,3,0.6535793053352915,similarity,
gid://shopify/Product/9641402630492,gid://shopify/Product/9641397485916,4,0.6447816163619675,similarity,
gid://shopify/Product/9641402630492,gid://shopify/Product/9641402532188,5,0.606388231512479,similarity,
gid://shopify/Product/9641402630492,gid://shopify/Product/9641399386460,6,0.6058110167353782,similarity,
gid://shopify/Product/9641402630492,gid://shopify/Product/9641397518684,7,0.6053044349993428,similarity,
gid://shopify/Product/9641402630492,gid://shopify/Product/9641397584220,8,0.5215186350313609,similarity,
gid://shopify/Product/9641402630492,gid://shopify/Product/9641404793180,9,0.49654128164251543,similarity,
gid://shopify/Product/9641402630492,9641402466652,10,0.2,popularity,Sanjo K100 // All Black - 42
gid://shopify/Product/9641402663260,gid://shopify/Product/9641403482460,1,0.7013197931468413,similarity,
gid://shopify/Product/9641402663260,gid://shopify/Product/9641399845212,2,0.6742359808554111,similarity,
gid://shopify/Product/9641402663260,gid://shopify/Product/9641403515228,3,0.6534935182889748,similarity,
gid://shopify/Product/9641402663260,gid://shopify/Product/9641399451996,4,0.6510970128182028,similarity,
gid://shopify/Product/9641402663260,gid://shopify/Product/9641400893788,5,0.6381219701549653,similarity,
gid://shopify/Product/9641402663260,gid://shopify/Product/9641400926556,6,0.6373823207793811,similarity,
gid://shopify/Product/9641402663260,gid://shopify/Product/9641401254236,7,0.5674044166343472,similarity,
gid://shopify/Product/9641402663260,gid://shopify/Product/9641400828252,8,0.5483095870490777,similarity,
gid://shopify/Product/9641402663260,gid://shopify/Product/9641404957020,9,0.49351107816330164,similarity,
gid://shopify/Product/9641402663260,9641402466652,10,0.2,popularity,Sanjo K100 // All Black - 42
gid://shopify/Product/9641403318620,gid://shopify/Product/9641403384156,1,0.7118366680653618,similarity,
gid://shopify/Product/9641403318620,gid://shopify/Product/9641402630492,2,0.7012685641650436,similarity,
gid://shopify/Product/9641403318620,gid://shopify/Product/9641402532188,3,0.6712925665745061,similarity,
gid://shopify/Product/9641403318620,gid://shopify/Product/9641397518684,4,0.6693913327669223,similarity,
gid://shopify/Product/9641403318620,gid://shopify/Product/9641399386460,5,0.6436430043355055,similarity,
gid://shopify/Product/9641403318620,gid://shopify/Product/9641397485916,6,0.6231175384682582,similarity,
gid://shopify/Product/9641403318620,gid://shopify/Product/9641397584220,7,0.5418338775607697,similarity,
gid://shopify/Product/9641403318620,gid://shopify/Product/9641404793180,8,0.5116209641060699,similarity,
gid://shopify/Product/9641403318620,gid://shopify/Product/9641404891484,9,0.4570298889611275,similarity,
gid://shopify/Product/9641403318620,9641402466652,10,0.2,popularity,Sanjo K100 // All Black - 42
gid://shopify/Product/9641403384156,gid://shopify/Product/9641403318620,1,0.7118366680653618,similarity,
gid://shopify/Product/9641403384156,gid://shopify/Product/9641397551452,2,0.7118179267353806,similarity,
gid://shopify/Product/9641403384156,gid://shopify/Product/9641402630492,3,0.6535793053352915,similarity,
gid://shopify/Product/9641403384156,gid://shopify/Product/9641402532188,4,0.6114861637702724,similarity,
gid://shopify/Product/9641403384156,gid://shopify/Product/9641399386460,5,0.6108033972966885,similarity,
gid://shopify/Product/9641403384156,gid://shopify/Product/9641397518684,6,0.61029826669284,similarity,
gid://shopify/Product/9641403384156,gid://shopify/Product/9641397485916,7,0.5944487145315416,similarity,
gid://shopify/Product/9641403384156,gid://shopify/Product/9641397584220,8,0.5251230456509351,similarity,
gid://shopify/Product/9641403384156,gid://shopify/Product/9641404793180,9,0.4986719652326491,similarity,
gid://shopify/Product/9641403384156,9641402466652,10,0.2,popularity,Sanjo K100 // All Black - 42
gid://shopify/Product/9641403482460,gid://shopify/Product/9641399451996,1,0.7546436587324133,similarity,
gid://shopify/Product/9641403482460,gid://shopify/Product/9641400926556,2,0.7262525791187002,similarity,
gid://shopify/Product/9641403482460,gid://shopify/Product/9641403515228,3,0.7118033517691499,similarity,
gid://shopify/Product/9641403482460,gid://shopify/Product/9641402663260,4,0.7013197931468413,similarity,
gid://shopify/Product/9641403482460,gid://shopify/Product/9641400893788,5,0.6886285767869238,similarity,
gid://shopify/Product/9641403482460,gid://shopify/Product/9641399845212,6,0.6476325546669122,similarity,
gid://shopify/Product/9641403482460,gid://shopify/Product/9641401254236,7,0.5969834974522431,similarity,
gid://shopify/Product/9641403482460,gid://shopify/Product/9641400828252,8,0.5716209927231024,similarity,
gid://shopify/Product/9641403482460,gid://shopify/Product/9641404957020,9,0.5082108184434098,similarity,
gid://shopify/Product/9641403482460,9641402466652,10,0.2,popularity,Sanjo K100 // All Black - 42
gid://shopify/Product/9641403515228,gid://shopify/Product/9641403482460,1,0.7118033517691499,similarity,
gid://shopify/Product/9641403515228,gid://shopify/Product/9641399451996,2,0.6582416692016507,similarity,
gid://shopify/Product/9641403515228,gid://shopify/Product/9641402663260,3,0.6534935182889748,similarity,
gid://shopify/Product/9641403515228,gid://shopify/Product/9641400893788,4,0.644590318507137,similarity,
gid://shopify/Product/9641403515228,gid://shopify/Product/9641400926556,5,0.6439205906345619,similarity,
gid://shopify/Product/9641403515228,gid://shopify/Product/9641399845212,6,0.6138459988647905,similarity,
gid://shopify/Product/9641403515228,gid://shopify/Product/9641401254236,7,0.5748623430333848,similarity,
gid://shopify/Product/9641403515228,gid://shopify/Product/9641400828252,8,0.5515061928124331,similarity,
gid://shopify/Product/9641403515228,gid://shopify/Product/9641404957020,9,0.49554728216197047,similarity,
gid://shopify/Product/9641403515228,9641402466652,10,0.2,popularity,Sanjo K100 // All Black - 42
gid://shopify/Product/9641404203356,gid://shopify/Product/9641404399964,1,0.8392818104614063,similarity,
gid://shopify/Product/9641404203356,gid://shopify/Product/9641465577820,2,0.3983174914211416,similarity,
gid://shopify/Product/9641404203356,9641402466652,3,0.2,popularity,Sanjo K100 // All Black - 42
gid://shopify/Product/9641404203356,gid://shopify/Product/9641412362588,4,0.12206715640695606,similarity,
gid://shopify/Product/9641404236124,9641402466652,1,0.2,popularity,Sanjo K100 // All Black - 42
gid://shopify/Product/9641404399964,gid://shopify/Product/9641404203356,1,0.8392818104614063,similarity,
gid://shopify/Product/9641404399964,gid://shopify/Product/9641465577820,2,0.400269984864299,similarity,
gid://shopify/Product/9641404399964,9641402466652,3,0.2,popularity,Sanjo K100 // All Black - 42
gid://shopify/Product/9641404399964,gid://shopify/Product/9641412362588,4,0.12210424057241977,similarity,
gid://shopify/Product/9641404498268,gid://shopify/Product/9641404957020,1,0.6657092227250332,similarity,
gid://shopify/Product/9641404498268,gid://shopify/Product/9641403482460,2,0.49331150530370727,similarity,
gid://shopify/Product/9641404498268,gid://shopify/Product/9641403515228,3,0.4820459726219385,similarity,
gid://shopify/Product/9641404498268,gid://shopify/Product/9641399451996,4,0.48139338890611794,similarity,
gid://shopify/Product/9641404498268,gid://shopify/Product/9641402663260,5,0.48015873447769286,similarity,
gid://shopify/Product/9641404498268,gid://shopify/Product/9641400893788,6,0.47774364529410507,similarity,
gid://shopify/Product/9641404498268,gid://shopify/Product/9641400926556,7,0.4775503661308942,similarity,
gid://shopify/Product/9641404498268,gid://shopify/Product/9641399845212,8,0.47492111022498246,similarity,
gid://shopify/Product/9641404498268,gid://shopify/Product/9641401254236,9,0.4543620197243985,similarity,
gid://shopify/Product/9641404498268,9641402466652,10,0.2,popularity,Sanjo K100 // All Black - 42
gid://shopify/Product/9641404793180,gid://shopify/Product/9641402532188,1,0.5496017061112877,similarity,
gid://shopify/Product/9641404793180,gid://shopify/Product/9641399386460,2,0.5379274018155386,similarity,
gid://shopify/Product/9641404793180,gid://shopify/Product/9641397518684,3,0.537624628008198,similarity,
gid://shopify/Product/9641404793180,gid://shopify/Product/9641397485916,4,0.5282426584417264,similarity,
gid://shopify/Product/9641404793180,gid://shopify/Product/9641397551452,5,0.5116445378376497,similarity,
gid://shopify/Product/9641404793180,gid://shopify/Product/9641403318620,6,0.5116209641060699,similarity,
gid://shopify/Product/9641404793180,gid://shopify/Product/9641403384156,7,0.4986719652326491,similarity,
gid://shopify/Product/9641404793180,gid://shopify/Product/9641402630492,8,0.49654128164251543,similarity,
gid://shopify/Product/9641404793180,gid://shopify/Product/9641397584220,9,0.4818614638942758,similarity,
gid://shopify/Product/9641404793180,9641402466652,10,0.2,popularity,Sanjo K100 // All Black - 42
gid://shopify/Product/9641404891484,gid://shopify/Product/9641404793180,1,0.4700244231450442,similarity,
gid://shopify/Product/9641404891484,gid://shopify/Product/9641402532188,2,0.46502287181007823,similarity,
gid://shopify/Product/9641404891484,gid://shopify/Product/9641399386460,3,0.45891204031841676,similarity,
gid://shopify/Product/9641404891484,gid://shopify/Product/9641397518684,4,0.45876091932306645,similarity,
gid://shopify/Product/9641404891484,gid://shopify/Product/9641403318620,5,0.4570298889611275,similarity,
gid://shopify/Product/9641404891484,gid://shopify/Product/9641397551452,6,0.4570262813133352,similarity,
gid://shopify/Product/9641404891484,gid://shopify/Product/9641397485916,7,0.4537315338506963,similarity,
gid://shopify/Product/9641404891484,gid://shopify/Product/9641403384156,8,0.4485842333999206,similarity,
gid://shopify/Product/9641404891484,gid://shopify/Product/9641402630492,9,0.44715333821212855,similarity,
gid://shopify/Product/9641404891484,9641402466652,10,0.2,popularity,Sanjo K100 // All Black - 42
gid://shopify/Product/9641404957020,gid://shopify/Product/9641404498268,1,0.6657092227250332,similarity,
gid://shopify/Product/9641404957020,gid://shopify/Product/9641403482460,2,0.5082108184434098,similarity,
gid://shopify/Product/9641404957020,gid://shopify/Product/9641403515228,3,0.49554728216197047,similarity,
gid://shopify/Product/9641404957020,gid://shopify/Product/9641399451996,4,0.49483655762501055,similarity,
gid://shopify/Product/9641404957020,gid://shopify/Product/9641402663260,5,0.49351107816330164,similarity,
gid://shopify/Product/9641404957020,gid://shopify/Product/9641400893788,6,0.4907728755957802,similarity,
gid://shopify/Product/9641404957020,gid://shopify/Product/9641400926556,7,0.49052510811097405,similarity,
gid://shopify/Product/9641404957020,gid://shopify/Product/9641399845212,8,0.48767034965736566,similarity,
gid://shopify/Product/9641404957020,gid://shopify/Product/9641401254236,9,0.47646999165028725,similarity,
gid://shopify/Product/9641404957020,9641402466652,10,0.2,popularity,Sanjo K100 // All Black - 42
gid://shopify/Product/9641405776220,gid://shopify/Product/9641405874524,1,0.8147077843194136,similarity,
gid://shopify/Product/9641405776220,9641402466652,2,0.2,popularity,Sanjo K100 // All Black - 42
gid://shopify/Product/9641405874524,gid://shopify/Product/9641405776220,1,0.8147077843194136,similarity,
gid://shopify/Product/9641405874524,9641402466652,2,0.2,popularity,Sanjo K100 // All Black - 42
gid://shopify/Product/9641405972828,gid://shopify/Product/9641406202204,1,0.7839936963428519,similarity,
gid://shopify/Product/9641405972828,gid://shopify/Product/9641437331804,2,0.39926915794790524,similarity,
gid://shopify/Product/9641405972828,gid://shopify/Product/9641437790556,3,0.39858165271832385,similarity,
gid://shopify/Product/9641405972828,gid://shopify/Product/9641437528412,4,0.39807824883400617,similarity,
gid://shopify/Product/9641405972828,gid://shopify/Product/9641470656860,5,0.39648026763497524,similarity,
gid://shopify/Product/9641405972828,gid://shopify/Product/9641438806364,6,0.35065291450551156,similarity,
gid://shopify/Product/9641405972828,9641402466652,7,0.2,popularity,Sanjo K100 // All Black - 42
gid://shopify/Product/9641406202204,gid://shopify/Product/9641405972828,1,0.7839936963428519,similarity,
gid://shopify/Product/9641406202204,gid://shopify/Product/9641406955868,2,0.7838354406316195,similarity,
gid://shopify/Product/9641406202204,gid://shopify/Product/9641437331804,3,0.395320200894804,similarity,
gid://shopify/Product/9641406202204,gid://shopify/Product/9641437790556,4,0.394657191240013,similarity,
gid://shopify/Product/9641406202204,gid://shopify/Product/9641437528412,5,0.3941788231607028,similarity,
gid://shopify/Product/9641406202204,gid://shopify/Product/9641470656860,6,0.3926299314328113,similarity,
gid://shopify/Product/9641406202204,gid://shopify/Product/9641438806364,7,0.34816545698937823,similarity,
gid://shopify/Product/9641406202204,9641402466652,8,0.2,popularity,Sanjo K100 // All Black - 42
gid://shopify/Product/9641406497116,gid://shopify/Product/9641443492188,1,0.2913171128429905,similarity,
gid://shopify/Product/9641406497116,gid://shopify/Product/9641473081692,2,0.290495521197928,similarity,
gid://shopify/Product/9641406497116,gid://shopify/Product/9641473179996,3,0.2904952146127072,similarity,
gid://shopify/Product/9641406497116,gid://shopify/Product/9641473311068,4,0.29049521461262084,similarity,
gid://shopify/Product/9641406497116,gid://shopify/Product/9641474457948,5,0.29049521461213473,similarity,
gid://shopify/Product/9641406497116,gid://shopify/Product/9641473376604,6,0.2904951534133807,similarity,
gid://shopify/Product/9641406497116,9641402466652,7,0.2,popularity,Sanjo K100 // All Black - 42
gid://shopify/Product/9641406955868,gid://shopify/Product/9641406202204,1,0.7838354406316195,similarity,
gid://shopify/Product/9641406955868,gid://shopify/Product/9641437331804,2,0.39925411627804225,similarity,
gid://shopify/Product/9641406955868,gid://shopify/Product/9641437790556,3,0.3985667057167135,similarity,
gid://shopify/Product/9641406955868,gid://shopify/Product/9641437528412,4,0.39809312886152215,similarity,
gid://shopify/Product/9641406955868,gid://shopify/Product/9641470656860,5,0.3964656070081058,similarity,
gid://shopify/Product/9641406955868,gid://shopify/Product/9641438806364,6,0.35064820121961127,similarity,
gid://shopify/Product/9641406955868,9641402466652,7,0.2,popularity,Sanjo K100 // All Black - 42
gid://shopify/Product/9641407185244,gid://shopify/Product/9641407971676,1,0.4049217850082196,similarity,
gid://shopify/Product/9641407185244,gid://shopify/Product/9641407742300,2,0.3351665463667406,similarity,
gid://shopify/Product/9641407185244,gid://shopify/Product/9641407480156,3,0.32669063635112255,similarity,
gid://shopify/Product/9641407185244,gid://shopify/Product/9641444507996,4,0.3006049798959493,similarity,
gid://shopify/Product/9641407185244,gid://shopify/Product/9641445065052,5,0.30060497989569984,similarity,
gid://shopify/Product/9641407185244,gid://shopify/Product/9641444639068,6,0.30057879183204206,similarity,
gid://shopify/Product/9641407185244,gid://shopify/Product/9641444770140,7,0.30057879183197145,similarity,
gid://shopify/Product/9641407185244,gid://shopify/Product/9641443295580,8,0.29845111408499825,similarity,
