feature_name,source
description_ajustar ao,TF-IDF from product descriptions
description_ajustáveis,TF-IDF from product descriptions
description_ajustáveis ao,TF-IDF from product descriptions
description_ajustáveis aperta,TF-IDF from product descriptions
description_ajustável,TF-IDF from product descriptions
description_ajustável com,TF-IDF from product descriptions
description_ajustável por,TF-IDF from product descriptions
description_algodão,TF-IDF from product descriptions
description_algodão 300g,TF-IDF from product descriptions
description_algodão orgânico,TF-IDF from product descriptions
description_almofadada,TF-IDF from product descriptions
description_almofadada com,TF-IDF from product descriptions
description_alça,TF-IDF from product descriptions
description_alça com,TF-IDF from product descriptions
description_alça regulável,TF-IDF from product descriptions
description_alças,TF-IDF from product descriptions
description_alças ajustáveis,TF-IDF from product descriptions
description_alças reguláveis,TF-IDF from product descriptions
description_amachucada,TF-IDF from product descriptions
description_amachucada entre,TF-IDF from product descriptions
description_amarelo,TF-IDF from product descriptions
description_amarelo fluo,TF-IDF from product descriptions
description_amovíveis,TF-IDF from product descriptions
description_amovíveis alça,TF-IDF from product descriptions
description_amovíveis alças,TF-IDF from product descriptions
description_amovíveis aperta,TF-IDF from product descriptions
description_amovíveis duas,TF-IDF from product descriptions
description_amovíveis fecho,TF-IDF from product descriptions
description_amovíveis fitas,TF-IDF from product descriptions
description_amovível,TF-IDF from product descriptions
description_amovível hardware,TF-IDF from product descriptions
description_ao,TF-IDF from product descriptions
description_ao corpo,TF-IDF from product descriptions
description_ao mesmo,TF-IDF from product descriptions
description_ao peito,TF-IDF from product descriptions
description_ao toque,TF-IDF from product descriptions
description_aperta,TF-IDF from product descriptions
description_aperta com,TF-IDF from product descriptions
description_aperta frente,TF-IDF from product descriptions
description_aperta nas,TF-IDF from product descriptions
description_apertar,TF-IDF from product descriptions
description_apertar disponível,TF-IDF from product descriptions
description_apertar nas,TF-IDF from product descriptions
description_apertar tiras,TF-IDF from product descriptions
description_aproveitamento,TF-IDF from product descriptions
description_aproveitamento matérias,TF-IDF from product descriptions
description_aro,TF-IDF from product descriptions
description_aro alças,TF-IDF from product descriptions
description_aro copas,TF-IDF from product descriptions
description_artigo,TF-IDF from product descriptions
description_artigo em,TF-IDF from product descriptions
description_asa,TF-IDF from product descriptions
description_asa delta,TF-IDF from product descriptions
description_assimétrico,TF-IDF from product descriptions
description_assimétrico copas,TF-IDF from product descriptions
description_atar,TF-IDF from product descriptions
description_atar material,TF-IDF from product descriptions
description_atilho,TF-IDF from product descriptions
description_atilho cintado,TF-IDF from product descriptions
description_atilhos,TF-IDF from product descriptions
description_atilhos nas,TF-IDF from product descriptions
description_atilhos pescoço,TF-IDF from product descriptions
description_através,TF-IDF from product descriptions
description_através laço,TF-IDF from product descriptions
description_azul,TF-IDF from product descriptions
description_azul com,TF-IDF from product descriptions
description_azul ganga,TF-IDF from product descriptions
description_bag,TF-IDF from product descriptions
description_bag missus,TF-IDF from product descriptions
description_baixo,TF-IDF from product descriptions
description_baixo aperta,TF-IDF from product descriptions
description_baixo cintura,TF-IDF from product descriptions
description_baixo contém,TF-IDF from product descriptions
description_baixo em,TF-IDF from product descriptions
description_baixo está,TF-IDF from product descriptions
description_bandeau,TF-IDF from product descriptions
description_bandeau com,TF-IDF from product descriptions
description_bandeau copas,TF-IDF from product descriptions
description_banho,TF-IDF from product descriptions
description_barco,TF-IDF from product descriptions
description_barco com,TF-IDF from product descriptions
description_bege,TF-IDF from product descriptions
description_bege com,TF-IDF from product descriptions
description_bege verde,TF-IDF from product descriptions
description_beges,TF-IDF from product descriptions
description_beges com,TF-IDF from product descriptions
description_bem,TF-IDF from product descriptions
description_bem estender,TF-IDF from product descriptions
description_biquíni,TF-IDF from product descriptions
description_biquíni amarelo,TF-IDF from product descriptions
description_biquíni azul,TF-IDF from product descriptions
description_biquíni bordado,TF-IDF from product descriptions
description_biquíni branco,TF-IDF from product descriptions
description_biquíni com,TF-IDF from product descriptions
description_biquíni coral,TF-IDF from product descriptions
description_biquíni floral,TF-IDF from product descriptions
description_biquíni lilás,TF-IDF from product descriptions
description_biquíni preto,TF-IDF from product descriptions
description_biquíni reversível,TF-IDF from product descriptions
description_biquíni rosa,TF-IDF from product descriptions
description_biquíni texturado,TF-IDF from product descriptions
description_biquíni verde,TF-IDF from product descriptions
description_bolas,TF-IDF from product descriptions
description_bolas ténis,TF-IDF from product descriptions
description_bolso,TF-IDF from product descriptions
description_bolso interior,TF-IDF from product descriptions
description_bolso na,TF-IDF from product descriptions
description_bolsos,TF-IDF from product descriptions
description_bolsos elástico,TF-IDF from product descriptions
description_boné,TF-IDF from product descriptions
description_boné azul,TF-IDF from product descriptions
description_boné bege,TF-IDF from product descriptions
description_boné bordeaux,TF-IDF from product descriptions
description_boné cinza,TF-IDF from product descriptions
description_boné verde,TF-IDF from product descriptions
description_bordado,TF-IDF from product descriptions
description_bordado amarelo,TF-IDF from product descriptions
description_bordado branco,TF-IDF from product descriptions
description_bordado disponível,TF-IDF from product descriptions
description_bordado inglês,TF-IDF from product descriptions
description_bordado rosa,TF-IDF from product descriptions
description_bordado veste,TF-IDF from product descriptions
description_bordeaux,TF-IDF from product descriptions
description_bordeaux com,TF-IDF from product descriptions
description_brancas,TF-IDF from product descriptions
description_branco,TF-IDF from product descriptions
description_branco com,TF-IDF from product descriptions
description_branco copas,TF-IDF from product descriptions
description_branco na,TF-IDF from product descriptions
description_branco tem,TF-IDF from product descriptions
description_branco texturado,TF-IDF from product descriptions
description_brasileiro,TF-IDF from product descriptions
description_brasileiro cintura,TF-IDF from product descriptions
description_brilhante,TF-IDF from product descriptions
description_brilhante com,TF-IDF from product descriptions
description_cabelo,TF-IDF from product descriptions
description_cabelo aproveitamento,TF-IDF from product descriptions
description_cabelo larga,TF-IDF from product descriptions
description_calças,TF-IDF from product descriptions
description_calças brancas,TF-IDF from product descriptions
description_calças com,TF-IDF from product descriptions
description_calças corte,TF-IDF from product descriptions
description_calças wide,TF-IDF from product descriptions
description_calção,TF-IDF from product descriptions
description_calção soft,TF-IDF from product descriptions
description_calções,TF-IDF from product descriptions
description_calções com,TF-IDF from product descriptions
description_calções fluídos,TF-IDF from product descriptions
description_calções interiores,TF-IDF from product descriptions
description_calções malha,TF-IDF from product descriptions
description_calções tecido,TF-IDF from product descriptions
description_canelado,TF-IDF from product descriptions
description_canelado com,TF-IDF from product descriptions
description_capuz,TF-IDF from product descriptions
description_capuz bolso,TF-IDF from product descriptions
description_capuz fecho,TF-IDF from product descriptions
description_cardado,TF-IDF from product descriptions
description_cardado duplo,TF-IDF from product descriptions
description_cardado interior,TF-IDF from product descriptions
description_cardado logótipo,TF-IDF from product descriptions
description_castanho,TF-IDF from product descriptions
description_castanho com,TF-IDF from product descriptions
description_cavada,TF-IDF from product descriptions
description_cavada disponível,TF-IDF from product descriptions
description_cetim,TF-IDF from product descriptions
description_cetim tule,TF-IDF from product descriptions
description_christmas,TF-IDF from product descriptions
description_christmas collection,TF-IDF from product descriptions
description_cintado,TF-IDF from product descriptions
description_cintado ajustável,TF-IDF from product descriptions
description_cinto,TF-IDF from product descriptions
description_cinto amovível,TF-IDF from product descriptions
description_cintura,TF-IDF from product descriptions
description_cintura cordões,TF-IDF from product descriptions
description_cintura disponível,TF-IDF from product descriptions
description_cintura material,TF-IDF from product descriptions
description_cintura médiaentrepernas,TF-IDF from product descriptions
description_cintura racha,TF-IDF from product descriptions
description_cintura subida,TF-IDF from product descriptions
description_cintura tornozelo,TF-IDF from product descriptions
description_cinza,TF-IDF from product descriptions
description_cinza claro,TF-IDF from product descriptions
description_cinzento,TF-IDF from product descriptions
description_claro,TF-IDF from product descriptions
description_claro com,TF-IDF from product descriptions
description_clássico,TF-IDF from product descriptions
description_clássico com,TF-IDF from product descriptions
description_cobra,TF-IDF from product descriptions
description_cold,TF-IDF from product descriptions
description_cold hand,TF-IDF from product descriptions
description_colecção,TF-IDF from product descriptions
description_colecção lingerie,TF-IDF from product descriptions
description_colecção sleepwear,TF-IDF from product descriptions
description_colete,TF-IDF from product descriptions
description_colete aberto,TF-IDF from product descriptions
description_coleção,TF-IDF from product descriptions
description_coleção acessórios,TF-IDF from product descriptions
description_coleção fall,TF-IDF from product descriptions
description_coleção spring,TF-IDF from product descriptions
description_coleções,TF-IDF from product descriptions
description_coleções passadas,TF-IDF from product descriptions
description_collection,TF-IDF from product descriptions
description_collection desporto,TF-IDF from product descriptions
description_collection leggings,TF-IDF from product descriptions
description_collection lenço,TF-IDF from product descriptions
description_collection mixed,TF-IDF from product descriptions
description_collection modelo,TF-IDF from product descriptions
description_collection saia,TF-IDF from product descriptions
description_collection tote,TF-IDF from product descriptions
description_com,TF-IDF from product descriptions
description_com acessório,TF-IDF from product descriptions
description_com alças,TF-IDF from product descriptions
description_com aro,TF-IDF from product descriptions
description_com atilho,TF-IDF from product descriptions
description_com atilhos,TF-IDF from product descriptions
description_com bolso,TF-IDF from product descriptions
description_com bolsos,TF-IDF from product descriptions
description_com capuz,TF-IDF from product descriptions
description_com contraste,TF-IDF from product descriptions
description_com copas,TF-IDF from product descriptions
description_com corte,TF-IDF from product descriptions
description_com costura,TF-IDF from product descriptions
description_com decote,TF-IDF from product descriptions
description_com efeito,TF-IDF from product descriptions
description_com elástico,TF-IDF from product descriptions
description_com fecho,TF-IDF from product descriptions
description_com fivela,TF-IDF from product descriptions
description_com folho,TF-IDF from product descriptions
description_com hardware,TF-IDF from product descriptions
description_com laço,TF-IDF from product descriptions
description_com logo,TF-IDF from product descriptions
description_com nó,TF-IDF from product descriptions
description_com padrão,TF-IDF from product descriptions
description_com possibilidade,TF-IDF from product descriptions
description_com traseira,TF-IDF from product descriptions
description_comprida,TF-IDF from product descriptions
description_comprida disponível,TF-IDF from product descriptions
description_comprido,TF-IDF from product descriptions
description_comprido com,TF-IDF from product descriptions
description_comprido decote,TF-IDF from product descriptions
description_comprido em,TF-IDF from product descriptions
description_confere,TF-IDF from product descriptions
description_confere conforto,TF-IDF from product descriptions
description_conforto,TF-IDF from product descriptions
description_conforto para,TF-IDF from product descriptions
description_consoante,TF-IDF from product descriptions
description_consoante normas,TF-IDF from product descriptions
description_contraste,TF-IDF from product descriptions
description_contraste bege,TF-IDF from product descriptions
description_contraste branco,TF-IDF from product descriptions
description_contraste coral,TF-IDF from product descriptions
description_contraste laranja,TF-IDF from product descriptions
description_contraste preto,TF-IDF from product descriptions
description_contraste verde,TF-IDF from product descriptions
description_contém,TF-IDF from product descriptions
description_contém laterais,TF-IDF from product descriptions
description_copa,TF-IDF from product descriptions
description_copa para,TF-IDF from product descriptions
description_copas,TF-IDF from product descriptions
description_copas amovíveis,TF-IDF from product descriptions
description_copas aperta,TF-IDF from product descriptions
description_copas fixas,TF-IDF from product descriptions
description_coral,TF-IDF from product descriptions
description_coral texturado,TF-IDF from product descriptions
description_cordões,TF-IDF from product descriptions
description_cordões para,TF-IDF from product descriptions
description_cores,TF-IDF from product descriptions
description_cores 15x15cm,TF-IDF from product descriptions
description_cores fluorescentes,TF-IDF from product descriptions
description_cores modelo,TF-IDF from product descriptions
description_corpo,TF-IDF from product descriptions
description_corpo disponível,TF-IDF from product descriptions
description_corte,TF-IDF from product descriptions
description_corte brasileiro,TF-IDF from product descriptions
description_corte clássico,TF-IDF from product descriptions
description_corte em,TF-IDF from product descriptions
description_costas,TF-IDF from product descriptions
description_costas adaptável,TF-IDF from product descriptions
description_costas com,TF-IDF from product descriptions
description_costas disponível,TF-IDF from product descriptions
description_costas manga,TF-IDF from product descriptions
description_costas ou,TF-IDF from product descriptions
description_costas para,TF-IDF from product descriptions
description_costas parte,TF-IDF from product descriptions
description_costura,TF-IDF from product descriptions
description_costura elástico,TF-IDF from product descriptions
description_crochet,TF-IDF from product descriptions
description_crochet com,TF-IDF from product descriptions
description_crop,TF-IDF from product descriptions
description_crop com,TF-IDF from product descriptions
description_crop perfurado,TF-IDF from product descriptions
description_crop tecido,TF-IDF from product descriptions
description_cruzada,TF-IDF from product descriptions
description_cruzada disponível,TF-IDF from product descriptions
description_cruzar,TF-IDF from product descriptions
description_cruzar costas,TF-IDF from product descriptions
description_cueca,TF-IDF from product descriptions
description_cueca rendada,TF-IDF from product descriptions
description_cupro,TF-IDF from product descriptions
description_cupro 32,TF-IDF from product descriptions
description_cós,TF-IDF from product descriptions
description_cós forrado,TF-IDF from product descriptions
description_cós material,TF-IDF from product descriptions
description_data,TF-IDF from product descriptions
description_data promoção,TF-IDF from product descriptions
description_debaixo,TF-IDF from product descriptions
description_debaixo dos,TF-IDF from product descriptions
description_debotar,TF-IDF from product descriptions
description_debotar na,TF-IDF from product descriptions
description_decote,TF-IDF from product descriptions
description_decote assimétrico,TF-IDF from product descriptions
description_decote direito,TF-IDF from product descriptions
description_decote em,TF-IDF from product descriptions
description_decote redondo,TF-IDF from product descriptions
description_delta,TF-IDF from product descriptions
description_delta disponível,TF-IDF from product descriptions
description_desporto,TF-IDF from product descriptions
description_desporto soft,TF-IDF from product descriptions
description_dimensões,TF-IDF from product descriptions
description_dimensões 47x35x15,TF-IDF from product descriptions
description_direito,TF-IDF from product descriptions
description_disponível,TF-IDF from product descriptions
description_disponível em,TF-IDF from product descriptions
description_disponível nos,TF-IDF from product descriptions
description_dobrada,TF-IDF from product descriptions
description_dobrada amachucada,TF-IDF from product descriptions
description_dois,TF-IDF from product descriptions
description_dois formatos,TF-IDF from product descriptions
description_dos,TF-IDF from product descriptions
description_dos calções,TF-IDF from product descriptions
description_dourado,TF-IDF from product descriptions
description_dourado com,TF-IDF from product descriptions
description_dourado em,TF-IDF from product descriptions
description_dourado triangular,TF-IDF from product descriptions
description_duas,TF-IDF from product descriptions
description_duas alças,TF-IDF from product descriptions
description_duas opções,TF-IDF from product descriptions
description_duplo,TF-IDF from product descriptions
description_duplo logótipo,TF-IDF from product descriptions
description_durabilidade,TF-IDF from product descriptions
description_durabilidade material,TF-IDF from product descriptions
description_efeito,TF-IDF from product descriptions
description_efeito franzido,TF-IDF from product descriptions
description_elastane,TF-IDF from product descriptions
description_elastane cold,TF-IDF from product descriptions
description_elástico,TF-IDF from product descriptions
description_elástico adaptável,TF-IDF from product descriptions
description_elástico branco,TF-IDF from product descriptions
description_elástico confere,TF-IDF from product descriptions
description_elástico cós,TF-IDF from product descriptions
description_elástico disponível,TF-IDF from product descriptions
description_elástico folho,TF-IDF from product descriptions
description_elástico lavanda,TF-IDF from product descriptions
description_elástico na,TF-IDF from product descriptions
description_elástico nas,TF-IDF from product descriptions
description_elástico nos,TF-IDF from product descriptions
description_elástico para,TF-IDF from product descriptions
description_elástico regulável,TF-IDF from product descriptions
description_em,TF-IDF from product descriptions
description_em 100,TF-IDF from product descriptions
description_em algodão,TF-IDF from product descriptions
description_em barco,TF-IDF from product descriptions
description_em cetim,TF-IDF from product descriptions
description_em com,TF-IDF from product descriptions
description_em copas,TF-IDF from product descriptions
description_em cores,TF-IDF from product descriptions
description_em dois,TF-IDF from product descriptions
description_em dourado,TF-IDF from product descriptions
description_em formato,TF-IDF from product descriptions
description_em madeira,TF-IDF from product descriptions
description_em malha,TF-IDF from product descriptions
description_em padrão,TF-IDF from product descriptions
description_em prateado,TF-IDF from product descriptions
description_em produção,TF-IDF from product descriptions
description_em rolinho,TF-IDF from product descriptions
description_em tamanho,TF-IDF from product descriptions
description_em tons,TF-IDF from product descriptions
description_entre,TF-IDF from product descriptions
description_entre si,TF-IDF from product descriptions
description_entrega,TF-IDF from product descriptions
description_entrega estimada,TF-IDF from product descriptions
description_equivalente,TF-IDF from product descriptions
description_equivalente um,TF-IDF from product descriptions
description_escuro,TF-IDF from product descriptions
description_escuro com,TF-IDF from product descriptions
description_estampado,TF-IDF from product descriptions
description_estender,TF-IDF from product descriptions
description_estender logo,TF-IDF from product descriptions
description_esticar,TF-IDF from product descriptions
description_esticar bem,TF-IDF from product descriptions
description_estimada,TF-IDF from product descriptions
description_estimada semanas,TF-IDF from product descriptions
description_estruturada,TF-IDF from product descriptions
description_estruturada disponível,TF-IDF from product descriptions
description_está,TF-IDF from product descriptions
description_está disponível,TF-IDF from product descriptions
description_está utilizar,TF-IDF from product descriptions
description_fabrication,TF-IDF from product descriptions
description_fabrication 64,TF-IDF from product descriptions
description_fall,TF-IDF from product descriptions
description_fall winter,TF-IDF from product descriptions
description_fato,TF-IDF from product descriptions
description_fato banho,TF-IDF from product descriptions
description_fecho,TF-IDF from product descriptions
description_fecho ajustável,TF-IDF from product descriptions
description_fecho nas,TF-IDF from product descriptions
description_fecho parte,TF-IDF from product descriptions
description_fecho zipper,TF-IDF from product descriptions
description_feel,TF-IDF from product descriptions
description_feel fabrication,TF-IDF from product descriptions
description_fevereiro,TF-IDF from product descriptions
description_fevereiro 31,TF-IDF from product descriptions
description_ficar,TF-IDF from product descriptions
description_ficar dobrada,TF-IDF from product descriptions
description_finish,TF-IDF from product descriptions
description_finish regular,TF-IDF from product descriptions
description_fit,TF-IDF from product descriptions
description_fit soft,TF-IDF from product descriptions
description_fita,TF-IDF from product descriptions
description_fita cabelo,TF-IDF from product descriptions
description_fitas,TF-IDF from product descriptions
description_fitas para,TF-IDF from product descriptions
description_fivela,TF-IDF from product descriptions
description_fivela metal,TF-IDF from product descriptions
description_fixas,TF-IDF from product descriptions
description_fixas aro,TF-IDF from product descriptions
description_fixas cinto,TF-IDF from product descriptions
description_floral,TF-IDF from product descriptions
description_floral azul,TF-IDF from product descriptions
description_floral bege,TF-IDF from product descriptions
description_floral com,TF-IDF from product descriptions
description_floral verde,TF-IDF from product descriptions
description_fluo,TF-IDF from product descriptions
description_fluo na,TF-IDF from product descriptions
description_fluorescente,TF-IDF from product descriptions
description_fluorescente com,TF-IDF from product descriptions
description_fluorescentes,TF-IDF from product descriptions
description_fluorescentes podem,TF-IDF from product descriptions
description_fluídos,TF-IDF from product descriptions
description_fluídos com,TF-IDF from product descriptions
description_folho,TF-IDF from product descriptions
description_folho em,TF-IDF from product descriptions
description_folho liso,TF-IDF from product descriptions
description_folho nó,TF-IDF from product descriptions
description_folho para,TF-IDF from product descriptions
description_forma,TF-IDF from product descriptions
description_forma promover,TF-IDF from product descriptions
description_formato,TF-IDF from product descriptions
description_formato asa,TF-IDF from product descriptions
description_formato bandeau,TF-IDF from product descriptions
description_formato corte,TF-IDF from product descriptions
description_formato regular,TF-IDF from product descriptions
description_formato tanga,TF-IDF from product descriptions
description_formatos,TF-IDF from product descriptions
description_formatos regular,TF-IDF from product descriptions
description_forrado,TF-IDF from product descriptions
description_forrado cardado,TF-IDF from product descriptions
description_forrado logótipo,TF-IDF from product descriptions
description_forrado material,TF-IDF from product descriptions
description_fralda,TF-IDF from product descriptions
description_fralda com,TF-IDF from product descriptions
description_franzido,TF-IDF from product descriptions
description_franzido disponível,TF-IDF from product descriptions
description_frente,TF-IDF from product descriptions
description_frente através,TF-IDF from product descriptions
description_frente com,TF-IDF from product descriptions
description_frente disponível,TF-IDF from product descriptions
description_frente material,TF-IDF from product descriptions
description_frente uma,TF-IDF from product descriptions
description_fácil,TF-IDF from product descriptions
description_fácil acesso,TF-IDF from product descriptions
description_ganga,TF-IDF from product descriptions
description_ganga com,TF-IDF from product descriptions
description_gola,TF-IDF from product descriptions
description_gola em,TF-IDF from product descriptions
description_gola redonda,TF-IDF from product descriptions
description_guardadas,TF-IDF from product descriptions
description_guardadas debaixo,TF-IDF from product descriptions
description_hand,TF-IDF from product descriptions
description_hand wash,TF-IDF from product descriptions
description_hardware,TF-IDF from product descriptions
description_hardware dourado,TF-IDF from product descriptions
description_hardware em,TF-IDF from product descriptions
description_hardware prateado,TF-IDF from product descriptions
description_hoodie,TF-IDF from product descriptions
description_hoodie com,TF-IDF from product descriptions
description_inglês,TF-IDF from product descriptions
description_inside,TF-IDF from product descriptions
description_inside separately,TF-IDF from product descriptions
description_interior,TF-IDF from product descriptions
description_interior ajustáveis,TF-IDF from product descriptions
description_interior logótipo,TF-IDF from product descriptions
description_interior veste,TF-IDF from product descriptions
description_interiores,TF-IDF from product descriptions
description_interiores disponível,TF-IDF from product descriptions
description_jogar,TF-IDF from product descriptions
description_jogar seu,TF-IDF from product descriptions
description_justo,TF-IDF from product descriptions
description_justo ao,TF-IDF from product descriptions
description_kimono,TF-IDF from product descriptions
description_kimono comprido,TF-IDF from product descriptions
description_laranja,TF-IDF from product descriptions
description_laranja com,TF-IDF from product descriptions
description_laranja fluorescente,TF-IDF from product descriptions
description_larga,TF-IDF from product descriptions
description_larga cruzada,TF-IDF from product descriptions
description_largas,TF-IDF from product descriptions
description_largas elástico,TF-IDF from product descriptions
description_laterais,TF-IDF from product descriptions
description_laterais está,TF-IDF from product descriptions
description_laterais reguláveis,TF-IDF from product descriptions
description_lateral,TF-IDF from product descriptions
description_lateral disponível,TF-IDF from product descriptions
description_lateral fecho,TF-IDF from product descriptions
description_lavanda,TF-IDF from product descriptions
description_lavanda com,TF-IDF from product descriptions
description_lavanda para,TF-IDF from product descriptions
description_lavar,TF-IDF from product descriptions
description_lavar mão,TF-IDF from product descriptions
description_lave,TF-IDF from product descriptions
description_lave consoante,TF-IDF from product descriptions
description_laço,TF-IDF from product descriptions
description_laço disponível,TF-IDF from product descriptions
description_laço frente,TF-IDF from product descriptions
description_laço nas,TF-IDF from product descriptions
description_laços,TF-IDF from product descriptions
description_laços disponível,TF-IDF from product descriptions
description_leg,TF-IDF from product descriptions
description_leg com,TF-IDF from product descriptions
description_leggings,TF-IDF from product descriptions
description_leggings desporto,TF-IDF from product descriptions
description_lenço,TF-IDF from product descriptions
description_lenço acetinado,TF-IDF from product descriptions
description_leve,TF-IDF from product descriptions
description_leve elástico,TF-IDF from product descriptions
description_lilás,TF-IDF from product descriptions
description_lilás com,TF-IDF from product descriptions
description_lingerie,TF-IDF from product descriptions
description_lingerie sleepwear,TF-IDF from product descriptions
description_liso,TF-IDF from product descriptions
description_liso com,TF-IDF from product descriptions
description_liso ou,TF-IDF from product descriptions
description_listado,TF-IDF from product descriptions
description_listado texturado,TF-IDF from product descriptions
description_logo,TF-IDF from product descriptions
description_logo missus,TF-IDF from product descriptions
description_logo seguida,TF-IDF from product descriptions
description_logótipo,TF-IDF from product descriptions
description_logótipo bordado,TF-IDF from product descriptions
description_longo,TF-IDF from product descriptions
description_longo crochet,TF-IDF from product descriptions
description_luxuriously,TF-IDF from product descriptions
description_luxuriously soft,TF-IDF from product descriptions
description_macio,TF-IDF from product descriptions
description_macio ao,TF-IDF from product descriptions
description_madeira,TF-IDF from product descriptions
description_madeira com,TF-IDF from product descriptions
description_mais,TF-IDF from product descriptions
description_mais cavada,TF-IDF from product descriptions
description_malha,TF-IDF from product descriptions
description_malha com,TF-IDF from product descriptions
description_malha estruturada,TF-IDF from product descriptions
description_manga,TF-IDF from product descriptions
description_manga comprida,TF-IDF from product descriptions
description_mangas,TF-IDF from product descriptions
description_mangas largas,TF-IDF from product descriptions
description_marcar,TF-IDF from product descriptions
description_marcar cintura,TF-IDF from product descriptions
description_março,TF-IDF from product descriptions
description_março 2025,TF-IDF from product descriptions
description_match,TF-IDF from product descriptions
description_match calções,TF-IDF from product descriptions
description_match crop,TF-IDF from product descriptions
description_matched,TF-IDF from product descriptions
description_matched products,TF-IDF from product descriptions
description_material,TF-IDF from product descriptions
description_material cardado,TF-IDF from product descriptions
description_material forrado,TF-IDF from product descriptions
description_material macio,TF-IDF from product descriptions
description_material sustentável,TF-IDF from product descriptions
description_matérias,TF-IDF from product descriptions
description_matérias primas,TF-IDF from product descriptions
description_melhor,TF-IDF from product descriptions
description_melhor ao,TF-IDF from product descriptions
description_meses,TF-IDF from product descriptions
description_meses 24,TF-IDF from product descriptions
description_meses 48,TF-IDF from product descriptions
description_meses duas,TF-IDF from product descriptions
description_mesmo,TF-IDF from product descriptions
description_mesmo tempo,TF-IDF from product descriptions
description_metal,TF-IDF from product descriptions
description_metal tamanho,TF-IDF from product descriptions
description_missus,TF-IDF from product descriptions
description_missus bordado,TF-IDF from product descriptions
description_missus em,TF-IDF from product descriptions
description_mix,TF-IDF from product descriptions
description_mix match,TF-IDF from product descriptions
description_mixed,TF-IDF from product descriptions
description_mixed matched,TF-IDF from product descriptions
description_modelo,TF-IDF from product descriptions
description_modelo está,TF-IDF from product descriptions
description_máquina,TF-IDF from product descriptions
description_máquina nomeadamente,TF-IDF from product descriptions
description_máscara,TF-IDF from product descriptions
description_máscara seda,TF-IDF from product descriptions
description_mão,TF-IDF from product descriptions
description_mão esticar,TF-IDF from product descriptions
description_médiaentrepernas,TF-IDF from product descriptions
description_médiaentrepernas em,TF-IDF from product descriptions
description_na,TF-IDF from product descriptions
description_na cintura,TF-IDF from product descriptions
description_na copa,TF-IDF from product descriptions
description_na frente,TF-IDF from product descriptions
description_na lateral,TF-IDF from product descriptions
description_na máquina,TF-IDF from product descriptions
description_nas,TF-IDF from product descriptions
description_nas costas,TF-IDF from product descriptions
description_nas laterais,TF-IDF from product descriptions
description_nomeadamente,TF-IDF from product descriptions
description_nomeadamente se,TF-IDF from product descriptions
description_normas,TF-IDF from product descriptions
description_normas propostas,TF-IDF from product descriptions
description_nos,TF-IDF from product descriptions
description_nos ombros,TF-IDF from product descriptions
description_nos tamanhos,TF-IDF from product descriptions
description_nota,TF-IDF from product descriptions
description_nota lavar,TF-IDF from product descriptions
description_nó,TF-IDF from product descriptions
description_nó na,TF-IDF from product descriptions
description_nó nas,TF-IDF from product descriptions
description_ombros,TF-IDF from product descriptions
description_ombros cintura,TF-IDF from product descriptions
description_opções,TF-IDF from product descriptions
description_opções folho,TF-IDF from product descriptions
description_orgânico,TF-IDF from product descriptions
description_orgânico com,TF-IDF from product descriptions
description_orgânico lave,TF-IDF from product descriptions
description_ou,TF-IDF from product descriptions
description_ou com,TF-IDF from product descriptions
description_ou frente,TF-IDF from product descriptions
description_ou pescoço,TF-IDF from product descriptions
description_oversized,TF-IDF from product descriptions
description_oversized disponível,TF-IDF from product descriptions
description_padel,TF-IDF from product descriptions
description_padel collection,TF-IDF from product descriptions
description_padrão,TF-IDF from product descriptions
description_padrão cobra,TF-IDF from product descriptions
description_pajama,TF-IDF from product descriptions
description_pajama mixed,TF-IDF from product descriptions
description_pajama shirt,TF-IDF from product descriptions
description_palmeira,TF-IDF from product descriptions
description_palmeira na,TF-IDF from product descriptions
description_para,TF-IDF from product descriptions
description_para ajustar,TF-IDF from product descriptions
description_para apertar,TF-IDF from product descriptions
description_para atar,TF-IDF from product descriptions
description_para jogar,TF-IDF from product descriptions
description_para marcar,TF-IDF from product descriptions
description_para praia,TF-IDF from product descriptions
description_para prender,TF-IDF from product descriptions
description_para preservar,TF-IDF from product descriptions
description_parte,TF-IDF from product descriptions
description_parte baixo,TF-IDF from product descriptions
description_paréo,TF-IDF from product descriptions
description_paréo longo,TF-IDF from product descriptions
description_passadas,TF-IDF from product descriptions
description_passadas forma,TF-IDF from product descriptions
description_peito,TF-IDF from product descriptions
description_peito com,TF-IDF from product descriptions
description_perfurado,TF-IDF from product descriptions
description_perfurado com,TF-IDF from product descriptions
description_pescoço,TF-IDF from product descriptions
description_pescoço costas,TF-IDF from product descriptions
description_pescoço disponível,TF-IDF from product descriptions
description_podem,TF-IDF from product descriptions
description_podem debotar,TF-IDF from product descriptions
description_polyester,TF-IDF from product descriptions
description_polyester elastane,TF-IDF from product descriptions
description_por,TF-IDF from product descriptions
description_por laço,TF-IDF from product descriptions
description_por laços,TF-IDF from product descriptions
description_portugal,TF-IDF from product descriptions
description_possibilidade,TF-IDF from product descriptions
description_possibilidade apertar,TF-IDF from product descriptions
description_praia,TF-IDF from product descriptions
description_praia disponível,TF-IDF from product descriptions
description_prateado,TF-IDF from product descriptions
description_prateado com,TF-IDF from product descriptions
description_prateado disponível,TF-IDF from product descriptions
description_prateado em,TF-IDF from product descriptions
description_prateado triangular,TF-IDF from product descriptions
