weight_name,avg_similarity,timestamp,eval_time_seconds,error,weight_availability,weight_collections,weight_description_tfidf,weight_gift_card,weight_handle_tfidf,weight_metafield_data,weight_other_numeric,weight_price,weight_product_type,weight_release_quarter,weight_tags,weight_time_features,weight_title_tfidf,weight_variant_color,weight_variant_other,weight_variant_size,weight_vendor
evo_gen36_ind12,0.2115700596234123,2025-04-02 16:09:58,0.09404921531677246,,,0.25225684766561063,0.11405205473054358,,0.11052806721873491,,0.6117120321152918,0.5072304599106336,0.3376635780050167,2.6048974167641266,0.1466348407598757,0.19063749003500494,0.17120497255381076,,2.423088630805794,0.7671069148593654,4.3100277993577825
evo_gen40_ind5,0.2111339821672032,2025-04-02 16:10:04,0.10289812088012695,,,0.25225684766561063,0.11405205473054358,,0.11052806721873491,,0.6117120321152918,0.5072304599106336,0.3376635780050167,2.6048974167641266,0.1466348407598757,0.19063749003500494,0.17120497255381076,,3.851130396669606,0.7671069148593654,4.3100277993577825
evo_gen38_ind4,0.20935025478401742,2025-04-02 16:10:01,0.09323501586914062,,,0.25225684766561063,0.11405205473054358,,0.11052806721873491,,0.6117120321152918,0.5072304599106336,0.3376635780050167,4.303104137438529,0.1466348407598757,0.19063749003500494,0.17120497255381076,,1.323224891898684,3.5587892743610476,4.3100277993577825
evo_gen37_ind20,0.20856748498463712,2025-04-02 16:10:00,0.09505677223205566,,,0.25225684766561063,0.11405205473054358,,0.11052806721873491,,0.6117120321152918,0.5072304599106336,0.3376635780050167,1.873469264039015,0.1466348407598757,0.19063749003500494,0.17120497255381076,,3.6912426508708696,3.5587892743610476,3.618748035171083
evo_gen40_ind13,0.20838260620155657,2025-04-02 16:10:05,0.09331345558166504,,,0.25225684766561063,0.11405205473054358,,0.11052806721873491,,0.6117120321152918,0.5072304599106336,0.3376635780050167,4.303104137438529,0.1466348407598757,0.19063749003500494,0.17120497255381076,,4.1221210549065885,3.5587892743610476,4.3100277993577825
evo_gen37_ind18,0.20838260617208912,2025-04-02 16:10:00,0.09316158294677734,,,0.25225684766561063,0.11405205473054358,,0.11052806721873491,,0.6117120321152918,0.5072304599106336,0.3376635780050167,3.879348517095025,0.1466348407598757,0.19063749003500494,0.17120497255381076,,4.1221210549065885,3.5587892743610476,3.5730259238161954
evo_gen37_ind8,0.20838260617208912,2025-04-02 16:09:59,0.09335660934448242,,,0.25225684766561063,0.11405205473054358,,0.11052806721873491,,0.6117120321152918,0.5072304599106336,0.3376635780050167,3.879348517095025,0.1466348407598757,0.19063749003500494,0.17120497255381076,,4.1221210549065885,3.5587892743610476,4.3100277993577825
evo_gen34_ind12,0.20838260617208912,2025-04-02 16:09:54,0.09427022933959961,,,0.25225684766561063,0.11405205473054358,,0.11052806721873491,,0.6117120321152918,0.5072304599106336,0.3376635780050167,3.879348517095025,0.1466348407598757,0.19063749003500494,0.17120497255381076,,4.1221210549065885,3.5587892743610476,4.3100277993577825
evo_gen33_ind14,0.20801577133444327,2025-04-02 16:09:53,0.10409045219421387,,,0.25225684766561063,0.11405205473054358,,0.11052806721873491,,0.6117120321152918,0.5072304599106336,0.3376635780050167,3.879348517095025,0.1466348407598757,0.19063749003500494,0.17120497255381076,,4.722591357944925,4.030946629518088,4.3100277993577825
evo_gen35_ind10,0.20662720115262903,2025-04-02 16:09:56,0.09291315078735352,,,0.25225684766561063,0.11405205473054358,,0.11052806721873491,,0.9035332646463217,0.5072304599106336,0.3376635780050167,3.879348517095025,0.1466348407598757,0.19063749003500494,0.17120497255381076,,0.8928956566780605,3.5587892743610476,4.3100277993577825
evo_gen26_ind6,0.20586764325686782,2025-04-02 16:09:39,0.0934758186340332,,,0.25225684766561063,0.11405205473054358,,0.11052806721873491,,0.9035332646463217,0.5072304599106336,0.3376635780050167,3.879348517095025,0.1466348407598757,0.19063749003500494,0.17120497255381076,,1.6588817516856724,3.5587892743610476,1.620719540571149
evo_gen38_ind10,0.2051840745155788,2025-04-02 16:10:01,0.09638738632202148,,,0.25225684766561063,0.11405205473054358,,0.11052806721873491,,0.6117120321152918,0.5072304599106336,0.3376635780050167,3.879348517095025,0.1466348407598757,0.6402063202025605,0.17120497255381076,,4.1221210549065885,3.275169584597238,3.6561133513273756
evo_gen35_ind15,0.20491072551369943,2025-04-02 16:09:56,0.09533953666687012,,,0.25225684766561063,0.11405205473054358,,0.11052806721873491,,0.9035332646463217,0.5072304599106336,0.3376635780050167,3.879348517095025,0.1466348407598757,0.19063749003500494,0.17120497255381076,,3.990557467739968,3.5587892743610476,4.3100277993577825
evo_gen36_ind14,0.20491072551369943,2025-04-02 16:09:58,0.09820771217346191,,,0.25225684766561063,0.11405205473054358,,0.11052806721873491,,0.9035332646463217,0.5072304599106336,0.3376635780050167,3.879348517095025,0.1466348407598757,0.19063749003500494,0.17120497255381076,,3.990557467739968,3.5587892743610476,4.3100277993577825
evo_gen37_ind5,0.20491072551369943,2025-04-02 16:09:59,0.10122919082641602,,,0.25225684766561063,0.11405205473054358,,0.11052806721873491,,0.9035332646463217,0.5072304599106336,0.3376635780050167,3.879348517095025,0.1466348407598757,0.19063749003500494,0.17120497255381076,,3.990557467739968,3.5587892743610476,4.3100277993577825
evo_gen34_ind8,0.2048290495513791,2025-04-02 16:09:54,0.0954279899597168,,,0.25225684766561063,0.11405205473054358,,0.11052806721873491,,0.9035332646463217,0.5072304599106336,0.3376635780050167,3.879348517095025,0.1466348407598757,0.19063749003500494,0.17120497255381076,,3.8682480096984353,3.5587892743610476,4.3100277993577825
evo_gen32_ind8,0.20479713755343718,2025-04-02 16:09:50,0.12201881408691406,,,0.25225684766561063,0.11405205473054358,,0.11052806721873491,,0.9035332646463217,0.5072304599106336,0.3376635780050167,4.939956213505011,0.1466348407598757,0.19063749003500494,0.17120497255381076,,4.722591357944925,3.5587892743610476,4.3100277993577825
evo_gen29_ind9,0.20469273998493298,2025-04-02 16:09:44,0.0955359935760498,,,0.25225684766561063,0.11405205473054358,,0.11052806721873491,,0.9035332646463217,0.5072304599106336,0.3376635780050167,3.879348517095025,0.1466348407598757,0.19063749003500494,0.17120497255381076,,4.722591357944925,3.5587892743610476,4.3100277993577825
evo_gen37_ind11,0.2045362835099738,2025-04-02 16:09:59,0.09369349479675293,,,0.25225684766561063,0.11405205473054358,,0.11052806721873491,,1.4057068647065971,0.5072304599106336,0.3376635780050167,2.3909582031535037,0.1466348407598757,0.19063749003500494,0.17120497255381076,,0.12452999341669446,4.030946629518088,4.3100277993577825
